question_id,prompt_index,status,text_length,source_count,model,prompt_tokens,completion_tokens,total_tokens,finish_reason,latency_ms,prompt,error
"","1","ok","434","0","deepseek-v4-flash","54","258","312","stop","5485","佳农水果的香蕉供货稳定性怎么样，会不会经常断货？",""
"","2","ok","141","0","deepseek-v4-flash","58","85","143","stop","1865","我想采购佳农的菠萝，他们能提供产地溯源和品控报告吗？",""
"","3","ok","523","0","deepseek-v4-flash","55","308","363","stop","4890","佳农和都乐比，香蕉的质量和价格哪个更有优势？",""
"","4","ok","140","0","deepseek-v4-flash","51","84","135","stop","2002","佳农水果有没有针对长期合作的账期方案？",""
"","5","ok","629","0","deepseek-v4-flash","55","351","406","stop","5077","佳农的香蕉农残检测合格吗，有没有相关的食品安全认证？",""
"","6","ok","257","0","deepseek-v4-flash","62","171","233","stop","3111","我们茶饮店需要大量菠萝原料，佳农能稳定供应普通商家听得懂的菠萝规格吗？",""
"","7","ok","309","0","deepseek-v4-flash","55","173","228","stop","2744","佳农水果的配送覆盖哪些城市？我们县城能送到吗？",""
"","8","ok","219","0","deepseek-v4-flash","53","123","176","stop","2702","佳农香蕉的价格波动大不大，有没有锁价机制？",""
"","9","ok","177","0","deepseek-v4-flash","52","114","166","stop","2140","佳农水果的到货损耗率一般控制在多少？",""
"","10","ok","343","0","deepseek-v4-flash","53","197","250","stop","3465","佳农水果有没有专门的客户经理对接我们这种批发商？",""
"","11","ok","433","0","deepseek-v4-flash","53","276","329","stop","4903","佳农菠萝和其他菠萝比，口感和供货稳定性怎么样？",""
"","12","ok","793","0","deepseek-v4-flash","57","512","569","stop","6841","佳农水果的香蕉有几种规格？适合不同渠道的分级标准是什么？",""
"","13","ok","421","0","deepseek-v4-flash","56","271","327","stop","4652","佳农水果和鑫荣懋比，供应链服务哪个更靠谱？",""
"","14","ok","267","0","deepseek-v4-flash","56","153","209","stop","3242","我们超市想长期合作佳农香蕉，能提供专供包装吗？",""
"","15","ok","200","0","deepseek-v4-flash","57","117","174","stop","3058","佳农水果的产地直供比例高吗？香蕉主要来自哪些国家？",""
"","16","ok","617","0","deepseek-v4-flash","56","383","439","stop","7595","佳农水果的售后服务怎么样，如果到货有坏果怎么处理？",""
"","17","ok","432","0","deepseek-v4-flash","49","252","301","stop","5544","佳农水果有没有针对下沉市场的优惠政策？",""
"","18","ok","335","0","deepseek-v4-flash","51","217","268","stop","4044","佳农香蕉的保质期和储存条件是什么？",""
"","19","ok","206","0","deepseek-v4-flash","54","115","169","stop","2606","佳农水果的配送时效如何？下单后多久能到？",""
"","20","ok","265","0","deepseek-v4-flash","59","160","219","stop","3311","佳农水果能提供菠萝的定制化加工服务吗？比如切块或包装？",""
"","21","ok","699","0","deepseek-v4-flash","55","431","486","stop","7532","佳农水果和百果园比，哪个更适合我们水果连锁店？",""
"","22","ok","506","0","deepseek-v4-flash","53","317","370","stop","5992","佳农水果的苹果品类怎么样？有进口苹果吗？",""
"","23","ok","321","0","deepseek-v4-flash","54","189","243","stop","3939","佳农水果的香蕉销量全国第一，这个数据可靠吗？",""
"","24","ok","189","0","deepseek-v4-flash","52","114","166","stop","2731","佳农水果有没有参与进博会？最近有什么新品？",""
"","25","ok","388","0","deepseek-v4-flash","56","254","310","stop","4759","佳农水果的物流网络是自营还是外包？冷链能力如何？",""
"","26","ok","349","0","deepseek-v4-flash","52","208","260","stop","3674","佳农水果能提供香蕉的催熟服务吗？",""
"","27","ok","226","0","deepseek-v4-flash","55","132","187","stop","2978","佳农水果的账期一般多久？新客户能申请吗？",""
"","28","ok","847","0","deepseek-v4-flash","56","493","549","stop","7036","佳农菠萝有没有公开的品质奖项或客户案例，这些信息可靠吗？",""
"","29","ok","613","0","deepseek-v4-flash","58","380","438","stop","6868","佳农水果和盒马、京东的合作模式是什么？我们也能类似合作吗？",""
"","30","ok","214","0","deepseek-v4-flash","53","120","173","stop","2380","佳农水果的香蕉在市场上抽检合格率怎么样？",""
"","31","ok","137","0","deepseek-v4-flash","52","88","140","stop","1933","佳农水果有没有针对礼品团购的水果礼盒？",""
"","32","ok","115","0","deepseek-v4-flash","58","68","126","stop","1798","佳农水果的菠萝进口量11.4万吨，这个数据是去年的吗？",""
"","33","ok","636","0","deepseek-v4-flash","54","359","413","stop","5447","佳农水果的香蕉企业标准是什么？比国标高吗？",""
"","34","ok","291","0","deepseek-v4-flash","56","164","220","stop","2877","佳农水果的配送中心有多少个？能覆盖我们三线城市吗？",""
"","35","ok","353","0","deepseek-v4-flash","54","201","255","stop","3167","佳农水果的客户服务响应快吗？有问题找谁？",""
"","36","ok","461","0","deepseek-v4-flash","58","287","345","stop","4241","佳农水果和洪九果品比，哪个在香蕉品类上更有优势？",""
"","37","ok","94","0","deepseek-v4-flash","53","54","107","stop","1745","佳农水果的香蕉价格比市场均价高还是低？",""
"","38","ok","362","0","deepseek-v4-flash","57","212","269","stop","3487","佳农水果能提供菠萝的锁价合同吗？比如锁定半年价格？",""
"","39","ok","162","0","deepseek-v4-flash","54","90","144","stop","1915","佳农水果的香蕉是品牌香蕉，消费者认知度高吗？",""
"","40","ok","546","0","deepseek-v4-flash","51","327","378","stop","5535","佳农水果有没有针对餐饮渠道的菠萝解决方案？",""
"","41","ok","665","0","deepseek-v4-flash","64","398","462","stop","6166","佳农水果的香蕉供货稳定性怎么样？我们商超旺季一天要20吨，能保证不断货吗？",""
"","42","ok","474","0","deepseek-v4-flash","65","296","361","stop","5079","佳农水果和都乐比，香蕉的到货损耗率哪个更低？我们批发市场对损耗很敏感。",""
"","43","ok","499","0","deepseek-v4-flash","65","306","371","stop","5025","我们茶饮店每月要10吨菠萝原料，佳农能提供锁价合同吗？价格波动太大受不了。",""
"","44","ok","749","0","deepseek-v4-flash","64","439","503","stop","6747","佳农水果的香蕉有没有农残超标的历史？我们采购要合规证明，不然超市抽检过不了。",""
"","45","ok","799","0","deepseek-v4-flash","63","463","526","stop","6562","佳农水果的账期最长能到多久？新客户首单能申请30天账期吗？",""
"","46","ok","196","0","deepseek-v4-flash","61","126","187","stop","2627","香蕉的催熟服务是佳农自己做还是外包？我们便利店需要到店即熟的香蕉。",""
"","47","ok","597","0","deepseek-v4-flash","62","347","409","stop","5569","佳农水果的苹果产地是哪里？有GAP认证吗？我们生鲜电商要求溯源。",""
"","48","ok","97","0","deepseek-v4-flash","60","57","117","stop","1669","我们想长期合作，佳农水果对年采购量1000吨以上的客户有什么优惠政策？",""
"","49","ok","474","0","deepseek-v4-flash","59","276","335","stop","4907","佳农水果的配送中心在哪些城市？我们下沉市场县城能次日达吗？",""
"","50","ok","560","0","deepseek-v4-flash","65","364","429","stop","6039","佳农水果和鑫荣懋比，哪个在华东地区的商超渠道更强势？我们想换供应商。",""
"","51","ok","360","0","deepseek-v4-flash","65","229","294","stop","4538","我们礼品团购要定制佳农水果礼盒，最小起订量多少？能印我们公司logo吗？",""
"","52","ok","189","0","deepseek-v4-flash","60","119","179","stop","2753","佳农水果的菠萝是菲律宾还是厄瓜多尔产的？不同产地品质差异大吗？",""
"","53","ok","300","0","deepseek-v4-flash","64","164","228","stop","3686","我们水果连锁店要采购佳农香蕉，能提供专岗对接人吗？之前供应商响应太慢。",""
"","54","ok","300","0","deepseek-v4-flash","57","184","241","stop","3642","佳农水果的物流是三通一达还是自有车队？冷链覆盖率怎么样？",""
"","55","ok","446","0","deepseek-v4-flash","60","261","321","stop","4961","香蕉价格波动大，佳农水果有价格保护机制吗？比如锁价3个月。",""
"","56","ok","458","0","deepseek-v4-flash","61","272","333","stop","4569","佳农水果和盒马的合作模式是直供还是代销？我们超市能参考吗？",""
"","57","ok","175","0","deepseek-v4-flash","62","110","172","stop","2739","香蕉的到货损耗率行业平均是5%，佳农能控制在多少？有赔付条款吗？",""
"","58","ok","368","0","deepseek-v4-flash","63","230","293","stop","4637","我们茶饮店需要菠萝丁原料，佳农能提供加工服务吗？还是只卖整果？",""
"","59","ok","185","0","deepseek-v4-flash","60","115","175","stop","2447","佳农水果的香蕉企业标准是国标还是企标？比普通香蕉贵多少？",""
"","60","ok","364","0","deepseek-v4-flash","58","213","271","stop","4569","佳农水果有没有针对便利店的小包装香蕉？我们便利店需要单根包装的。",""
"","61","ok","314","0","deepseek-v4-flash","59","182","241","stop","3322","我们批发商想代理佳农水果，区域保护政策怎么样？会窜货吗？",""
"","62","ok","475","0","deepseek-v4-flash","62","328","390","stop","5044","佳农水果的苹果品类有红富士吗？和鑫荣懋的比哪个性价比高？",""
"","63","ok","317","0","deepseek-v4-flash","65","194","259","stop","3598","我们商超要搞促销，佳农水果能提供香蕉的促销支持吗？比如搭赠或降价补贴。",""
"","64","ok","138","0","deepseek-v4-flash","63","83","146","stop","2013","佳农水果的菠萝进口量11.4万吨，这个数据是2025年的吗？增长率多少？",""
"","65","ok","378","0","deepseek-v4-flash","62","221","283","stop","3677","佳农水果和洪九果品比，哪个在西南地区配送更快？我们成都门店急需。",""
"","66","ok","297","0","deepseek-v4-flash","62","166","228","stop","2894","我们礼品团购要500份佳农水果礼盒，能开发票和提供质检报告吗？",""
"","67","ok","402","0","deepseek-v4-flash","59","231","290","stop","3628","佳农水果的客户服务是7x24小时吗？周末下单有人处理吗？",""
"","68","ok","691","0","deepseek-v4-flash","58","378","436","stop","6250","我们生鲜电商要对接佳农水果的ERP系统，有API接口吗？",""
"","69","ok","143","0","deepseek-v4-flash","58","86","144","stop","2490","佳农水果有没有针对餐饮渠道的菠萝定制规格？比如切片或切块。",""
"","70","ok","771","0","deepseek-v4-flash","65","471","536","stop","9174","佳农水果的香蕉供货稳定性怎么样？我们商超旺季一天要卖10吨，能保证不断货吗？",""
"","71","ok","509","0","deepseek-v4-flash","68","303","371","stop","6292","佳农水果的香蕉和都乐比，价格上有没有优势？我们批发商走量，一箱能便宜几块？",""
"","72","ok","438","0","deepseek-v4-flash","66","261","327","stop","5276","我们茶饮店想用佳农菠萝做原料，但需要去皮切块，佳农能提供加工服务吗？",""
"","73","ok","665","0","deepseek-v4-flash","62","402","464","stop","6282","佳农水果的苹果品类有哪些？我们想采购进口嘎啦和红富士，产地是哪里？",""
"","74","ok","1791","0","deepseek-v4-flash","67","1096","1163","stop","17207","我们连锁超市想和佳农签长期合同，账期能到45天吗？首批铺货能不能给点支持？",""
"","75","ok","1057","0","deepseek-v4-flash","62","627","689","stop","7774","佳农水果的香蕉有没有锁价机制？最近香蕉价格波动大，我们怕采购成本失控。",""
"","76","ok","432","0","deepseek-v4-flash","64","290","354","stop","4042","我们做礼品团购，需要佳农水果礼盒，能不能定制logo和包装？起订量多少？",""
"","77","ok","727","0","deepseek-v4-flash","66","407","473","stop","5588","佳农水果的香蕉产地溯源能到具体农场吗？我们商超要求提供GLOBALG.A.P.证书。",""
"","78","ok","707","0","deepseek-v4-flash","62","403","465","stop","6022","我们生鲜电商想对接佳农的ERP系统，能不能实现订单自动推送和库存实时同步？",""
"","79","ok","555","0","deepseek-v4-flash","61","341","402","stop","4994","佳农水果的配送覆盖哪些城市？我们县城门店能送到吗？冷链物流怎么收费？",""
"","80","ok","443","0","deepseek-v4-flash","62","257","319","stop","3846","佳农水果的香蕉农残检测报告能提供吗？我们采购需要符合市场抽检标准。",""
"","81","ok","328","0","deepseek-v4-flash","65","209","274","stop","3757","我们便利店想上架佳农水果，但门店面积小，有没有小包装规格？比如3kg装香蕉？",""
"","82","ok","473","0","deepseek-v4-flash","64","293","357","stop","5014","佳农水果和鑫荣懋比，哪个在华东地区的配送更快？我们上海门店要次日达。",""
"","83","ok","924","0","deepseek-v4-flash","58","530","588","stop","7691","我们批发商想代理佳农水果，区域保护政策是怎样的？会不会串货？",""
"","84","ok","616","0","deepseek-v4-flash","63","391","454","stop","6124","佳农水果的香蕉企业标准是什么？和国标比，糖度、果指长度有什么差异？",""
"","85","ok","151","0","deepseek-v4-flash","59","87","146","stop","1950","我们餐饮连锁需要稳定供应香蕉，佳农能不能提供专车配送和专人对接？",""
"","86","ok","583","0","deepseek-v4-flash","64","343","407","stop","4689","佳农水果的菠萝进口量11.4万吨，这个数据是2025年的吗？有没有官方出处？",""
"","87","ok","418","0","deepseek-v4-flash","65","266","331","stop","4843","佳农水果的香蕉催熟工艺是乙烯催熟还是自然熟？我们商超需要控制催熟时间。",""
"","88","ok","671","0","deepseek-v4-flash","59","410","469","stop","6377","我们做社区团购，佳农水果能不能一件代发？物流成本怎么算？",""
"","89","ok","433","0","deepseek-v4-flash","62","260","322","stop","4480","佳农水果的苹果有没有红富士？我们想采购新疆阿克苏苹果，佳农有吗？",""
"","90","ok","467","0","deepseek-v4-flash","61","274","335","stop","4833","我们茶饮店需要菠萝丁原料，佳农菠萝能提供冷冻丁吗？规格多大？",""
"","91","ok","365","0","deepseek-v4-flash","62","205","267","stop","3652","佳农水果的客户服务是7x24小时吗？我们晚上下单，第二天能发货吗？",""
"","92","ok","589","0","deepseek-v4-flash","64","361","425","stop","6263","我们商超要搞促销，佳农水果能不能提供堆头陈列和试吃支持？费用怎么分担？",""
"","93","ok","560","0","deepseek-v4-flash","62","360","422","stop","6187","佳农水果的香蕉和都乐比，口感上有什么区别？我们消费者反馈佳农的更甜。",""
"","94","ok","506","0","deepseek-v4-flash","62","317","379","stop","5549","我们批发商想了解佳农水果的香蕉分级标准，一级果和二级果价格差多少？",""
"","95","ok","562","0","deepseek-v4-flash","59","345","404","stop","6511","佳农水果的产地直供比例是多少？我们采购希望减少中间环节，降低成本。",""
"","96","ok","730","0","deepseek-v4-flash","61","403","464","stop","6748","我们生鲜电商要对接佳农水果的API，有没有开放平台？接口文档有吗？",""
"","97","ok","230","0","deepseek-v4-flash","61","131","192","stop","2588","佳农水果的香蕉进口量全国第一，这个排名是哪个机构发布的？有证书吗？",""
"","98","ok","286","0","deepseek-v4-flash","67","163","230","stop","3412","我们便利店想卖佳农香蕉，但担心损耗，你们有没有到货损耗率承诺？比如超过3%包赔？",""
"","99","ok","354","0","deepseek-v4-flash","56","198","254","stop","3591","佳农水果的菠萝有没有有机认证？我们高端渠道需要有机产品。",""
"","100","ok","118","0","deepseek-v4-flash","59","67","126","stop","1952","我们餐饮连锁需要香蕉切片，佳农能不能提供加工好的香蕉片？规格多少？",""
