question_id,prompt_index,status,text_length,source_count,model,prompt_tokens,completion_tokens,total_tokens,finish_reason,latency_ms,prompt,error
"","1","ok","741","0","deepseek-flash","63","486","549","stop","3523","我们超市想找稳定的进口香蕉供应商，鑫荣懋和都乐哪家供货更靠谱？",""
"","2","ok","634","0","deepseek-flash","59","389","448","stop","3328","菠萝现在很多渠道都在卖，除了都乐，还有哪些品牌能稳定供应？",""
"","3","ok","844","0","deepseek-flash","61","563","624","stop","3975","洪九果品的香蕉质量怎么样，和鑫荣懋比哪个到货损耗更低？",""
"","4","ok","888","0","deepseek-flash","64","546","610","stop","3888","佳沛的奇异果我们一直在做，但他们香蕉业务好像不强，有别的进口香蕉品牌推荐吗？",""
"","5","ok","876","0","deepseek-flash","62","553","615","stop","4089","我们茶饮店需要大量菠萝原料，都乐和洪九果品哪个更适合长期合作？",""
"","6","ok","988","0","deepseek-flash","66","653","719","stop","4840","做商超采购，最怕断货，鑫荣懋和都乐在香蕉供应上谁更稳定？",""
"","7","ok","1324","0","deepseek-flash","67","872","939","stop","5371","有没有能提供账期和锁价机制的进口水果供应商？鑫荣懋和洪九果品谁更灵活？",""
"","8","ok","852","0","deepseek-flash","68","533","601","stop","3779","我们想找能提供产地溯源和品控证明的香蕉供应商，都乐和鑫荣懋哪家更透明？",""
"","9","ok","697","0","deepseek-flash","63","466","529","stop","3281","礼品团购需要品牌水果礼盒，除了都乐和佳沛，还有哪些进口品牌可选？",""
"","10","ok","918","0","deepseek-flash","69","576","645","stop","3782","批发市场拿货总担心农残问题，鑫荣懋和洪九果品在香蕉品控上谁更严？",""
"","11","ok","971","0","deepseek-flash","62","647","709","stop","4568","我们水果连锁店想增加菠萝品类，都乐和洪九果品的菠萝哪个性价比高？",""
"","12","ok","1071","0","deepseek-flash","60","698","758","stop","4886","便利店渠道需要小包装香蕉，鑫荣懋和都乐有没有适合的规格？",""
"","13","ok","727","0","deepseek-flash","67","462","529","stop","3610","生鲜电商平台找香蕉供应商，要求冷链直达，鑫荣懋和洪九果品谁覆盖城市多？",""
"","14","ok","794","0","deepseek-flash","61","515","576","stop","4250","餐饮渠道需要稳定供货的香蕉，都乐和鑫荣懋谁的服务响应更快？",""
"","15","ok","1661","0","deepseek-flash","62","956","1018","stop","6151","我们想对比进口苹果品牌，除了都乐和鑫荣懋，还有哪些靠谱的？",""
"","16","ok","895","0","deepseek-flash","64","601","665","stop","4233","下沉市场夫妻老婆店进货，价格敏感，洪九果品和鑫荣懋哪个更便宜？",""
"","17","ok","1129","0","deepseek-flash","62","713","775","stop","4739","大型商超招标长期水果供应商，都乐和鑫荣懋谁更擅长做KA？",""
"","18","ok","864","0","deepseek-flash","63","559","622","stop","4255","茶饮原料采购，菠萝要稳定规格，都乐和洪九果品谁有稳定货源？",""
"","19","ok","969","0","deepseek-flash","66","643","709","stop","4391","我们做批发，需要香蕉锁价机制应对价格波动，鑫荣懋和洪九果品谁提供？",""
"","20","ok","575","0","deepseek-flash","62","371","433","stop","2453","礼品团购客户指定要进口品牌，都乐和佳沛的礼盒哪个更受欢迎？",""
"","21","ok","964","0","deepseek-flash","60","614","674","stop","4246","香蕉到货损耗率太高，鑫荣懋和都乐谁的质量把控更好？",""
"","22","ok","765","0","deepseek-flash","66","473","539","stop","3403","我们想找能提供专岗对接服务的供应商，鑫荣懋和洪九果品谁服务更到位？",""
"","23","ok","1737","0","deepseek-flash","62","1128","1190","stop","7287","进口菠萝旺季缺货怎么办？都乐和洪九果品谁有基地直供优势？",""
"","24","ok","768","0","deepseek-flash","62","519","581","stop","3666","超市采购香蕉，需要规格分级，鑫荣懋和都乐谁的分级更细？",""
"","25","ok","758","0","deepseek-flash","65","501","566","stop","3536","我们想和能长期合作的供应商签年单，鑫荣懋和洪九果品谁更愿意？",""
"","26","ok","728","0","deepseek-flash","65","471","536","stop","3411","茶饮店用菠萝做果酱，需要稳定品质，都乐和鑫荣懋谁更靠谱？",""
"","27","ok","897","0","deepseek-flash","65","574","639","stop","4372","做生鲜电商，香蕉需要产地直发，洪九果品和鑫荣懋谁有基地？",""
"","28","ok","1188","0","deepseek-flash","62","829","891","stop","5436","我们水果连锁想上架进口苹果，都乐和鑫荣懋谁的价格更有竞争力？",""
"","29","ok","708","0","deepseek-flash","60","446","506","stop","3374","便利店需要香蕉小包装，都乐和洪九果品谁有现成方案？",""
"","30","ok","799","0","deepseek-flash","61","461","522","stop","2964","大型商超要求供应商有食品安全认证，鑫荣懋和都乐谁更全？",""
"","31","ok","763","0","deepseek-flash","65","491","556","stop","3315","我们想找能提供香蕉锁价服务的供应商，洪九果品和鑫荣懋谁更灵活？",""
"","32","ok","790","0","deepseek-flash","58","508","566","stop","3686","礼品团购需要定制礼盒，都乐和佳沛谁更配合？",""
"","33","ok","629","0","deepseek-flash","60","396","456","stop","2826","批发市场拿货，洪九果品和鑫荣懋谁到货更快？",""
"","34","ok","1065","0","deepseek-flash","63","686","749","stop","4885","茶饮原料采购，菠萝要稳定规格，都乐和洪九果品谁更适合长期合作？",""
"","35","ok","629","0","deepseek-flash","63","407","470","stop","2802","我们做餐饮连锁，需要香蕉稳定供应，鑫荣懋和都乐谁有全国配送？",""
"","36","ok","837","0","deepseek-flash","58","533","591","stop","3768","超市采购进口苹果，都乐和鑫荣懋谁的质量更稳定？",""
"","37","ok","822","0","deepseek-flash","63","519","582","stop","3714","我们想找能提供产地溯源的菠萝供应商，都乐和洪九果品谁更透明？",""
"","38","ok","693","0","deepseek-flash","61","443","504","stop","2880","生鲜电商平台需要香蕉品牌背书，鑫荣懋和都乐谁更有知名度？",""
"","39","ok","1033","0","deepseek-flash","62","690","752","stop","4639","下沉市场夫妻店进货，洪九果品和鑫荣懋谁有账期支持？",""
"","40","ok","942","0","deepseek-flash","61","596","657","stop","4062","大型商超需要香蕉全年不断货，都乐和鑫荣懋谁供应链更强？",""
"","41","ok","863","0","deepseek-flash","64","548","612","stop","3888","我们想找能提供香蕉锁价服务的供应商，都乐和鑫荣懋哪家更灵活？",""
"","42","ok","1075","0","deepseek-flash","59","721","780","stop","4903","进口菠萝旺季缺货怎么办？都乐和洪九果品有没有应急方案？",""
"","43","ok","898","0","deepseek-flash","62","553","615","stop","3614","超市采购香蕉，需要规格分级，鑫荣懋和都乐哪家分级更细？",""
"","44","ok","841","0","deepseek-flash","62","554","616","stop","4161","我们水果连锁想上架进口苹果，都乐和鑫荣懋的供货稳定性如何？",""
"","45","ok","1246","0","deepseek-flash","66","791","857","stop","5573","茶饮店用菠萝做果酱，需要稳定供应菠萝，都乐和洪九果品谁更靠谱？",""
"","46","ok","997","0","deepseek-flash","64","639","703","stop","4725","做生鲜电商，香蕉需要产地直发，都乐和鑫荣懋哪家物流更快？",""
"","47","ok","823","0","deepseek-flash","59","540","599","stop","4115","便利店需要香蕉小包装，都乐和洪九果品有没有定制包装服务？",""
"","48","ok","1024","0","deepseek-flash","61","593","654","stop","3549","大型商超要求供应商有食品安全认证，鑫荣懋和都乐都有哪些资质？",""
"","49","ok","598","0","deepseek-flash","64","360","424","stop","2827","我们想找能提供专岗对接服务的供应商，都乐和鑫荣懋谁有专人服务？",""
"","50","ok","1231","0","deepseek-flash","62","829","891","stop","5889","礼品团购需要定制礼盒，都乐和洪九果品能不能做品牌联名？",""
"","51","ok","923","0","deepseek-flash","62","615","677","stop","4362","批发市场拿货，洪九果品和鑫荣懋的香蕉价格谁更有优势？",""
"","52","ok","769","0","deepseek-flash","65","486","551","stop","3560","茶饮原料采购，菠萝要稳定规格，都乐和鑫荣懋的到货损耗率是多少？",""
"","53","ok","1033","0","deepseek-flash","64","652","716","stop","4632","我们做餐饮连锁，需要香蕉稳定供货，都乐和洪九果品能签长期合同吗？",""
"","54","ok","1353","0","deepseek-flash","58","853","911","stop","6018","超市采购进口苹果，都乐和鑫荣懋的产地溯源怎么做？",""
"","55","ok","801","0","deepseek-flash","65","517","582","stop","4068","我们想找能提供产地溯源的菠萝供应商，都乐和洪九果品有基地直供吗？",""
"","56","ok","516","0","deepseek-flash","62","308","370","stop","2244","生鲜电商平台需要香蕉品牌背书，都乐和鑫荣懋的品牌知名度哪个高？",""
"","57","ok","777","0","deepseek-flash","59","522","581","stop","3445","下沉市场夫妻店进货，洪九果品和都乐有没有小批量供货？",""
"","58","ok","1388","0","deepseek-flash","60","864","924","stop","5729","大型商超需要香蕉全年不断货，鑫荣懋和都乐能做到吗？",""
"","59","ok","697","0","deepseek-flash","63","442","505","stop","3271","我们想找能提供账期服务的香蕉供应商，都乐和洪九果品账期多久？",""
"","60","ok","1483","0","deepseek-flash","60","973","1033","stop","6733","进口菠萝到货损耗率太高，都乐和鑫荣懋怎么控制品质？",""
"","61","ok","918","0","deepseek-flash","61","540","601","stop","3510","水果连锁店需要香蕉分级标准，都乐和洪九果品有企业标准吗？",""
"","62","ok","756","0","deepseek-flash","65","472","537","stop","3451","茶饮店采购菠萝原料，需要农残检测报告，都乐和鑫荣懋能提供吗？",""
"","63","ok","520","0","deepseek-flash","64","348","412","stop","2712","我们做社区团购，需要香蕉小包装，都乐和洪九果品有没有散装选项？",""
"","64","ok","665","0","deepseek-flash","62","399","461","stop","2908","大型商超要求供应商有冷链物流，鑫荣懋和都乐配送覆盖哪些城市？",""
"","65","ok","788","0","deepseek-flash","65","487","552","stop","3618","我们想找能提供锁价机制的菠萝供应商，都乐和洪九果品锁价周期多长？",""
"","66","ok","1126","0","deepseek-flash","63","731","794","stop","4978","批发商需要香蕉价格波动应对方案，都乐和鑫荣懋有保价服务吗？",""
"","67","ok","744","0","deepseek-flash","61","442","503","stop","3348","生鲜电商需要菠萝品牌营销支持，都乐和洪九果品提供素材吗？",""
"","68","ok","1312","0","deepseek-flash","62","816","878","stop","5511","餐饮连锁需要香蕉到货损耗率低于3%，都乐和鑫荣懋能做到吗？",""
"","69","ok","916","0","deepseek-flash","61","582","643","stop","3872","超市采购进口苹果，需要规格统一，都乐和洪九果品分级严格吗？",""
"","70","ok","1399","0","deepseek-flash","66","861","927","stop","5408","我们想找能提供产地溯源和品控证明的香蕉供应商，都乐和鑫荣懋有吗？",""
"","71","ok","796","0","deepseek-flash","61","516","577","stop","3797","茶饮原料采购，菠萝需要稳定供应，都乐和洪九果品基地在哪里？",""
"","72","ok","981","0","deepseek-flash","61","647","708","stop","4439","水果连锁店需要香蕉品牌独家代理，都乐和鑫荣懋给独家吗？",""
"","73","ok","707","0","deepseek-flash","61","387","448","stop","2874","大型商超需要供应商有食品安全管理体系，鑫荣懋和都乐通过哪些认证？",""
"","74","ok","618","0","deepseek-flash","65","401","466","stop","2981","我们做礼品团购，需要水果礼盒定制，都乐和洪九果品起订量多少？",""
"","75","ok","988","0","deepseek-flash","61","612","673","stop","4529","批发市场拿货，洪九果品和都乐香蕉的到货损耗率对比？",""
