question_id,prompt_index,status,text_length,source_count,model,prompt_tokens,completion_tokens,total_tokens,finish_reason,latency_ms,prompt,error
"","1","ok","920","0","deepseek-flash","63","606","669","stop","5176","我们超市想找稳定的进口香蕉供应商，鑫荣懋和都乐哪家供货更靠谱？",""
"","2","ok","774","0","deepseek-flash","59","504","563","stop","3684","菠萝现在很多渠道都在卖，除了都乐，还有哪些品牌能稳定供应？",""
"","3","ok","824","0","deepseek-flash","61","529","590","stop","4222","洪九果品的香蕉质量怎么样，和鑫荣懋比哪个到货损耗更低？",""
"","4","ok","859","0","deepseek-flash","64","543","607","stop","4322","佳沛的奇异果我们一直在做，但他们香蕉业务好像不强，有别的进口香蕉品牌推荐吗？",""
"","5","ok","1338","0","deepseek-flash","62","879","941","stop","6658","我们茶饮店需要大量菠萝原料，都乐和洪九果品哪个更适合长期合作？",""
"","6","ok","1030","0","deepseek-flash","66","656","722","stop","4801","做商超采购，最怕断货，鑫荣懋和都乐在香蕉供应上谁更稳定？",""
"","7","ok","2299","0","deepseek-flash","67","1482","1549","stop","9660","有没有能提供账期和锁价机制的进口水果供应商？鑫荣懋和洪九果品谁更灵活？",""
"","8","ok","1051","0","deepseek-flash","68","633","701","stop","5107","我们想找能提供产地溯源和品控证明的香蕉供应商，都乐和鑫荣懋哪家更透明？",""
"","9","ok","1167","0","deepseek-flash","63","673","736","stop","5183","礼品团购需要品牌水果礼盒，除了都乐和佳沛，还有哪些进口品牌可选？",""
"","10","ok","1072","0","deepseek-flash","69","687","756","stop","5205","批发市场拿货总担心农残问题，鑫荣懋和洪九果品在香蕉品控上谁更严？",""
"","11","ok","795","0","deepseek-flash","62","498","560","stop","3947","我们水果连锁店想增加菠萝品类，都乐和洪九果品的菠萝哪个性价比高？",""
"","12","ok","938","0","deepseek-flash","60","600","660","stop","4109","便利店渠道需要小包装香蕉，鑫荣懋和都乐有没有适合的规格？",""
