question_id,prompt_index,status,text_length,source_count,model,prompt_tokens,completion_tokens,total_tokens,finish_reason,latency_ms,prompt,error
"","1","ok","1124","0","deepseek-v4-flash","62","683","745","stop","9941","我们超市想找稳定的进口香蕉供应商，鑫荣懋和都乐哪家供货更靠谱？",""
"","2","ok","400","0","deepseek-v4-flash","58","233","291","stop","4411","菠萝现在很多渠道都在卖，除了都乐，还有哪些品牌能稳定供应？",""
"","3","ok","723","0","deepseek-v4-flash","60","441","501","stop","6645","洪九果品的香蕉质量怎么样，和鑫荣懋比哪个到货损耗更低？",""
"","4","ok","568","0","deepseek-v4-flash","63","314","377","stop","4911","佳沛的奇异果我们一直在做，但他们香蕉业务好像不强，有别的进口香蕉品牌推荐吗？",""
"","5","ok","792","0","deepseek-v4-flash","61","508","569","stop","7985","我们茶饮店需要大量菠萝原料，都乐和洪九果品哪个更适合长期合作？",""
"","6","ok","562","0","deepseek-v4-flash","65","346","411","stop","5794","做商超采购，最怕断货，鑫荣懋和都乐在香蕉供应上谁更稳定？",""
"","7","ok","1558","0","deepseek-v4-flash","66","960","1026","stop","12662","有没有能提供账期和锁价机制的进口水果供应商？鑫荣懋和洪九果品谁更灵活？",""
"","8","ok","576","0","deepseek-v4-flash","67","340","407","stop","5816","我们想找能提供产地溯源和品控证明的香蕉供应商，都乐和鑫荣懋哪家更透明？",""
"","9","ok","381","0","deepseek-v4-flash","62","241","303","stop","4262","礼品团购需要品牌水果礼盒，除了都乐和佳沛，还有哪些进口品牌可选？",""
"","10","ok","559","0","deepseek-v4-flash","68","374","442","stop","6006","批发市场拿货总担心农残问题，鑫荣懋和洪九果品在香蕉品控上谁更严？",""
"","11","ok","692","0","deepseek-v4-flash","61","430","491","stop","6189","我们水果连锁店想增加菠萝品类，都乐和洪九果品的菠萝哪个性价比高？",""
"","12","ok","361","0","deepseek-v4-flash","59","226","285","stop","3568","便利店渠道需要小包装香蕉，鑫荣懋和都乐有没有适合的规格？",""
"","13","ok","200","0","deepseek-v4-flash","66","123","189","stop","2769","生鲜电商平台找香蕉供应商，要求冷链直达，鑫荣懋和洪九果品谁覆盖城市多？",""
"","14","ok","645","0","deepseek-v4-flash","60","379","439","stop","5909","餐饮渠道需要稳定供货的香蕉，都乐和鑫荣懋谁的服务响应更快？",""
