question_id,prompt_index,status,text_length,source_count,model,prompt_tokens,completion_tokens,total_tokens,finish_reason,latency_ms,prompt,error
"","1","ok","281","0","deepseek-v4-flash","62","171","233","stop","3667","我们超市想找稳定的进口香蕉供应商，鑫荣懋和都乐哪家供货更靠谱？",""
"","2","ok","356","0","deepseek-v4-flash","58","218","276","stop","4034","菠萝现在很多渠道都在卖，除了都乐，还有哪些品牌能稳定供应？",""
"","3","ok","539","0","deepseek-v4-flash","60","334","394","stop","6064","洪九果品的香蕉质量怎么样，和鑫荣懋比哪个到货损耗更低？",""
"","4","ok","426","0","deepseek-v4-flash","63","245","308","stop","4879","佳沛的奇异果我们一直在做，但他们香蕉业务好像不强，有别的进口香蕉品牌推荐吗？",""
"","5","ok","564","0","deepseek-v4-flash","61","336","397","stop","5053","我们茶饮店需要大量菠萝原料，都乐和洪九果品哪个更适合长期合作？",""
"","6","ok","817","0","deepseek-v4-flash","65","498","563","stop","8292","做商超采购，最怕断货，鑫荣懋和都乐在香蕉供应上谁更稳定？",""
"","7","ok","449","0","deepseek-v4-flash","66","284","350","stop","5153","有没有能提供账期和锁价机制的进口水果供应商？鑫荣懋和洪九果品谁更灵活？",""
"","8","ok","923","0","deepseek-v4-flash","67","528","595","stop","8703","我们想找能提供产地溯源和品控证明的香蕉供应商，都乐和鑫荣懋哪家更透明？",""
"","9","ok","581","0","deepseek-v4-flash","62","359","421","stop","7403","礼品团购需要品牌水果礼盒，除了都乐和佳沛，还有哪些进口品牌可选？",""
"","10","ok","268","0","deepseek-v4-flash","68","169","237","stop","3352","批发市场拿货总担心农残问题，鑫荣懋和洪九果品在香蕉品控上谁更严？",""
"","11","ok","807","0","deepseek-v4-flash","61","506","567","stop","9828","我们水果连锁店想增加菠萝品类，都乐和洪九果品的菠萝哪个性价比高？",""
"","12","ok","238","0","deepseek-v4-flash","59","147","206","stop","3036","便利店渠道需要小包装香蕉，鑫荣懋和都乐有没有适合的规格？",""
"","13","ok","204","0","deepseek-v4-flash","66","119","185","stop","2650","生鲜电商平台找香蕉供应商，要求冷链直达，鑫荣懋和洪九果品谁覆盖城市多？",""
"","14","ok","1032","0","deepseek-v4-flash","60","628","688","stop","12623","餐饮渠道需要稳定供货的香蕉，都乐和鑫荣懋谁的服务响应更快？",""
"","15","ok","707","0","deepseek-v4-flash","61","406","467","stop","7466","我们想对比进口苹果品牌，除了都乐和鑫荣懋，还有哪些靠谱的？",""
"","16","ok","521","0","deepseek-v4-flash","63","329","392","stop","6528","下沉市场夫妻老婆店进货，价格敏感，洪九果品和鑫荣懋哪个更便宜？",""
"","17","ok","660","0","deepseek-v4-flash","61","419","480","stop","6863","大型商超招标长期水果供应商，都乐和鑫荣懋谁更擅长做KA？",""
"","18","ok","361","0","deepseek-v4-flash","62","225","287","stop","4376","茶饮原料采购，菠萝要稳定规格，都乐和洪九果品谁有稳定货源？",""
"","19","ok","633","0","deepseek-v4-flash","65","386","451","stop","6639","我们做批发，需要香蕉锁价机制应对价格波动，鑫荣懋和洪九果品谁提供？",""
"","20","ok","485","0","deepseek-v4-flash","61","316","377","stop","5761","礼品团购客户指定要进口品牌，都乐和佳沛的礼盒哪个更受欢迎？",""
"","21","ok","634","0","deepseek-v4-flash","59","407","466","stop","7408","香蕉到货损耗率太高，鑫荣懋和都乐谁的质量把控更好？",""
"","22","ok","555","0","deepseek-v4-flash","65","363","428","stop","6812","我们想找能提供专岗对接服务的供应商，鑫荣懋和洪九果品谁服务更到位？",""
"","23","ok","552","0","deepseek-v4-flash","61","333","394","stop","6023","进口菠萝旺季缺货怎么办？都乐和洪九果品谁有基地直供优势？",""
"","24","ok","223","0","deepseek-v4-flash","61","134","195","stop","3267","超市采购香蕉，需要规格分级，鑫荣懋和都乐谁的分级更细？",""
"","25","ok","394","0","deepseek-v4-flash","64","265","329","stop","5077","我们想和能长期合作的供应商签年单，鑫荣懋和洪九果品谁更愿意？",""
"","26","ok","569","0","deepseek-v4-flash","64","370","434","stop","6660","茶饮店用菠萝做果酱，需要稳定品质，都乐和鑫荣懋谁更靠谱？",""
"","27","ok","386","0","deepseek-v4-flash","64","237","301","stop","4137","做生鲜电商，香蕉需要产地直发，洪九果品和鑫荣懋谁有基地？",""
