question_id,prompt_index,status,text_length,source_count,model,prompt_tokens,completion_tokens,total_tokens,finish_reason,latency_ms,prompt,error
"","1","ok","691","0","deepseek-flash","55","412","467","stop","3885","佳农水果的香蕉供货稳定性怎么样，会不会经常断货？",""
"","2","ok","724","0","deepseek-flash","59","438","497","stop","3993","我想采购佳农的菠萝，他们能提供产地溯源和品控报告吗？",""
"","3","ok","408","0","deepseek-flash","56","246","302","stop","2381","佳农和都乐比，香蕉的质量和价格哪个更有优势？",""
"","4","ok","641","0","deepseek-flash","52","396","448","stop","3261","佳农水果有没有针对长期合作的账期方案？",""
"","5","ok","635","0","deepseek-flash","56","373","429","stop","2726","佳农的香蕉农残检测合格吗，有没有相关的食品安全认证？",""
"","6","ok","1183","0","deepseek-flash","63","801","864","stop","6080","我们茶饮店需要大量菠萝原料，佳农能稳定供应普通商家听得懂的菠萝规格吗？",""
"","7","ok","563","0","deepseek-flash","56","351","407","stop","3097","佳农水果的配送覆盖哪些城市？我们县城能送到吗？",""
"","8","ok","795","0","deepseek-flash","54","514","568","stop","4062","佳农香蕉的价格波动大不大，有没有锁价机制？",""
"","9","ok","635","0","deepseek-flash","53","398","451","stop","3201","佳农水果的到货损耗率一般控制在多少？",""
"","10","ok","522","0","deepseek-flash","54","306","360","stop","2691","佳农水果有没有专门的客户经理对接我们这种批发商？",""
"","11","ok","716","0","deepseek-flash","54","474","528","stop","4145","佳农菠萝和其他菠萝比，口感和供货稳定性怎么样？",""
"","12","ok","1160","0","deepseek-flash","58","811","869","stop","5468","佳农水果的香蕉有几种规格？适合不同渠道的分级标准是什么？",""
"","13","ok","1082","0","deepseek-flash","57","687","744","stop","5002","佳农水果和鑫荣懋比，供应链服务哪个更靠谱？",""
"","14","ok","826","0","deepseek-flash","57","522","579","stop","3957","我们超市想长期合作佳农香蕉，能提供专供包装吗？",""
"","15","ok","515","0","deepseek-flash","58","313","371","stop","3082","佳农水果的产地直供比例高吗？香蕉主要来自哪些国家？",""
"","16","ok","845","0","deepseek-flash","57","542","599","stop","3981","佳农水果的售后服务怎么样，如果到货有坏果怎么处理？",""
"","17","ok","661","0","deepseek-flash","50","388","438","stop","3126","佳农水果有没有针对下沉市场的优惠政策？",""
"","18","ok","613","0","deepseek-flash","52","403","455","stop","2907","佳农香蕉的保质期和储存条件是什么？",""
"","19","ok","536","0","deepseek-flash","55","326","381","stop","2729","佳农水果的配送时效如何？下单后多久能到？",""
"","20","ok","450","0","deepseek-flash","60","267","327","stop","2403","佳农水果能提供菠萝的定制化加工服务吗？比如切块或包装？",""
"","21","ok","1175","0","deepseek-flash","56","729","785","stop","5477","佳农水果和百果园比，哪个更适合我们水果连锁店？",""
"","22","ok","521","0","deepseek-flash","54","323","377","stop","3039","佳农水果的苹果品类怎么样？有进口苹果吗？",""
"","23","ok","786","0","deepseek-flash","55","479","534","stop","3789","佳农水果的香蕉销量全国第一，这个数据可靠吗？",""
"","24","ok","621","0","deepseek-flash","53","389","442","stop","3118","佳农水果有没有参与进博会？最近有什么新品？",""
