question_id,prompt_index,status,text_length,source_count,model,prompt_tokens,completion_tokens,total_tokens,finish_reason,latency_ms,prompt,error
"","1","ok","1391","0","deepseek-v4-flash","62","891","953","stop","12703","我们超市想找稳定的进口香蕉供应商，鑫荣懋和都乐哪家供货更靠谱？",""
"","2","ok","811","0","deepseek-v4-flash","58","479","537","stop","7058","菠萝现在很多渠道都在卖，除了都乐，还有哪些品牌能稳定供应？",""
"","3","ok","907","0","deepseek-v4-flash","60","580","640","stop","8376","洪九果品的香蕉质量怎么样，和鑫荣懋比哪个到货损耗更低？",""
"","4","ok","911","0","deepseek-v4-flash","63","551","614","stop","7960","佳沛的奇异果我们一直在做，但他们香蕉业务好像不强，有别的进口香蕉品牌推荐吗？",""
"","5","ok","929","0","deepseek-v4-flash","61","600","661","stop","8623","我们茶饮店需要大量菠萝原料，都乐和洪九果品哪个更适合长期合作？",""
"","6","ok","1362","0","deepseek-v4-flash","65","868","933","stop","11568","做商超采购，最怕断货，鑫荣懋和都乐在香蕉供应上谁更稳定？",""
"","7","ok","1209","0","deepseek-v4-flash","66","768","834","stop","10018","有没有能提供账期和锁价机制的进口水果供应商？鑫荣懋和洪九果品谁更灵活？",""
"","8","ok","916","0","deepseek-v4-flash","67","551","618","stop","7560","我们想找能提供产地溯源和品控证明的香蕉供应商，都乐和鑫荣懋哪家更透明？",""
"","9","ok","1241","0","deepseek-v4-flash","62","768","830","stop","9774","礼品团购需要品牌水果礼盒，除了都乐和佳沛，还有哪些进口品牌可选？",""
"","10","ok","1106","0","deepseek-v4-flash","68","727","795","stop","9561","批发市场拿货总担心农残问题，鑫荣懋和洪九果品在香蕉品控上谁更严？",""
"","11","ok","1201","0","deepseek-v4-flash","61","778","839","stop","10604","我们水果连锁店想增加菠萝品类，都乐和洪九果品的菠萝哪个性价比高？",""
"","12","ok","959","0","deepseek-v4-flash","59","598","657","stop","7831","便利店渠道需要小包装香蕉，鑫荣懋和都乐有没有适合的规格？",""
"","13","ok","1031","0","deepseek-v4-flash","66","628","694","stop","8104","生鲜电商平台找香蕉供应商，要求冷链直达，鑫荣懋和洪九果品谁覆盖城市多？",""
"","14","ok","757","0","deepseek-v4-flash","60","462","522","stop","6955","餐饮渠道需要稳定供货的香蕉，都乐和鑫荣懋谁的服务响应更快？",""
"","15","ok","1146","0","deepseek-v4-flash","61","702","763","stop","8617","我们想对比进口苹果品牌，除了都乐和鑫荣懋，还有哪些靠谱的？",""
"","16","ok","1363","0","deepseek-v4-flash","63","887","950","stop","11869","下沉市场夫妻老婆店进货，价格敏感，洪九果品和鑫荣懋哪个更便宜？",""
"","17","ok","1101","0","deepseek-v4-flash","61","671","732","stop","9515","大型商超招标长期水果供应商，都乐和鑫荣懋谁更擅长做KA？",""
"","18","ok","1015","0","deepseek-v4-flash","62","629","691","stop","8326","茶饮原料采购，菠萝要稳定规格，都乐和洪九果品谁有稳定货源？",""
"","19","ok","918","0","deepseek-v4-flash","65","579","644","stop","7272","我们做批发，需要香蕉锁价机制应对价格波动，鑫荣懋和洪九果品谁提供？",""
"","20","ok","971","0","deepseek-v4-flash","61","607","668","stop","8194","礼品团购客户指定要进口品牌，都乐和佳沛的礼盒哪个更受欢迎？",""
"","21","ok","1009","0","deepseek-v4-flash","59","636","695","stop","8490","香蕉到货损耗率太高，鑫荣懋和都乐谁的质量把控更好？",""
"","22","ok","1192","0","deepseek-v4-flash","65","727","792","stop","9632","我们想找能提供专岗对接服务的供应商，鑫荣懋和洪九果品谁服务更到位？",""
"","23","ok","1037","0","deepseek-v4-flash","61","649","710","stop","8875","进口菠萝旺季缺货怎么办？都乐和洪九果品谁有基地直供优势？",""
"","24","ok","624","0","deepseek-v4-flash","61","407","468","stop","5459","超市采购香蕉，需要规格分级，鑫荣懋和都乐谁的分级更细？",""
"","25","ok","1274","0","deepseek-v4-flash","64","798","862","stop","10349","我们想和能长期合作的供应商签年单，鑫荣懋和洪九果品谁更愿意？",""
"","26","ok","1472","0","deepseek-v4-flash","64","927","991","stop","11323","茶饮店用菠萝做果酱，需要稳定品质，都乐和鑫荣懋谁更靠谱？",""
"","27","ok","761","0","deepseek-v4-flash","64","477","541","stop","6191","做生鲜电商，香蕉需要产地直发，洪九果品和鑫荣懋谁有基地？",""
"","28","ok","861","0","deepseek-v4-flash","61","548","609","stop","7707","我们水果连锁想上架进口苹果，都乐和鑫荣懋谁的价格更有竞争力？",""
"","29","ok","919","0","deepseek-v4-flash","59","566","625","stop","7213","便利店需要香蕉小包装，都乐和洪九果品谁有现成方案？",""
"","30","ok","1552","0","deepseek-v4-flash","60","949","1009","stop","11318","大型商超要求供应商有食品安全认证，鑫荣懋和都乐谁更全？",""
"","31","ok","814","0","deepseek-v4-flash","64","496","560","stop","6987","我们想找能提供香蕉锁价服务的供应商，洪九果品和鑫荣懋谁更灵活？",""
"","32","ok","1009","0","deepseek-v4-flash","57","652","709","stop","9216","礼品团购需要定制礼盒，都乐和佳沛谁更配合？",""
"","33","ok","859","0","deepseek-v4-flash","59","527","586","stop","6912","批发市场拿货，洪九果品和鑫荣懋谁到货更快？",""
"","34","ok","1178","0","deepseek-v4-flash","62","730","792","stop","9861","茶饮原料采购，菠萝要稳定规格，都乐和洪九果品谁更适合长期合作？",""
"","35","ok","1175","0","deepseek-v4-flash","62","696","758","stop","9131","我们做餐饮连锁，需要香蕉稳定供应，鑫荣懋和都乐谁有全国配送？",""
"","36","ok","1148","0","deepseek-v4-flash","57","692","749","stop","9590","超市采购进口苹果，都乐和鑫荣懋谁的质量更稳定？",""
"","37","ok","1125","0","deepseek-v4-flash","62","669","731","stop","8807","我们想找能提供产地溯源的菠萝供应商，都乐和洪九果品谁更透明？",""
"","38","ok","921","0","deepseek-v4-flash","60","562","622","stop","7077","生鲜电商平台需要香蕉品牌背书，鑫荣懋和都乐谁更有知名度？",""
"","39","ok","1054","0","deepseek-v4-flash","61","681","742","stop","8383","下沉市场夫妻店进货，洪九果品和鑫荣懋谁有账期支持？",""
"","40","ok","1134","0","deepseek-v4-flash","60","706","766","stop","8473","大型商超需要香蕉全年不断货，都乐和鑫荣懋谁供应链更强？",""
"","41","ok","604","0","deepseek-v4-flash","63","380","443","stop","5272","我们想找能提供香蕉锁价服务的供应商，都乐和鑫荣懋哪家更灵活？",""
"","42","ok","1588","0","deepseek-v4-flash","58","972","1030","stop","13022","进口菠萝旺季缺货怎么办？都乐和洪九果品有没有应急方案？",""
"","43","ok","675","0","deepseek-v4-flash","61","434","495","stop","5778","超市采购香蕉，需要规格分级，鑫荣懋和都乐哪家分级更细？",""
"","44","ok","1458","0","deepseek-v4-flash","61","858","919","stop","10777","我们水果连锁想上架进口苹果，都乐和鑫荣懋的供货稳定性如何？",""
"","45","ok","1430","0","deepseek-v4-flash","65","868","933","stop","10393","茶饮店用菠萝做果酱，需要稳定供应菠萝，都乐和洪九果品谁更靠谱？",""
