question_id,prompt_index,status,text_length,source_count,model,prompt_tokens,completion_tokens,total_tokens,finish_reason,latency_ms,prompt,error
"","1","ok","701","0","deepseek-v4-flash","62","425","487","stop","6845","我们超市想找稳定的进口香蕉供应商，鑫荣懋和都乐哪家供货更靠谱？",""
"","2","ok","366","0","deepseek-v4-flash","58","227","285","stop","3914","菠萝现在很多渠道都在卖，除了都乐，还有哪些品牌能稳定供应？",""
"","3","ok","663","0","deepseek-v4-flash","60","399","459","stop","6024","洪九果品的香蕉质量怎么样，和鑫荣懋比哪个到货损耗更低？",""
"","4","ok","347","0","deepseek-v4-flash","63","209","272","stop","3809","佳沛的奇异果我们一直在做，但他们香蕉业务好像不强，有别的进口香蕉品牌推荐吗？",""
"","5","ok","546","0","deepseek-v4-flash","61","337","398","stop","5284","我们茶饮店需要大量菠萝原料，都乐和洪九果品哪个更适合长期合作？",""
"","6","ok","933","0","deepseek-v4-flash","65","572","637","stop","8587","做商超采购，最怕断货，鑫荣懋和都乐在香蕉供应上谁更稳定？",""
"","7","ok","839","0","deepseek-v4-flash","66","547","613","stop","8787","有没有能提供账期和锁价机制的进口水果供应商？鑫荣懋和洪九果品谁更灵活？",""
"","8","ok","460","0","deepseek-v4-flash","67","277","344","stop","4731","我们想找能提供产地溯源和品控证明的香蕉供应商，都乐和鑫荣懋哪家更透明？",""
"","9","ok","849","0","deepseek-v4-flash","62","520","582","stop","7000","礼品团购需要品牌水果礼盒，除了都乐和佳沛，还有哪些进口品牌可选？",""
"","10","ok","630","0","deepseek-v4-flash","68","400","468","stop","6163","批发市场拿货总担心农残问题，鑫荣懋和洪九果品在香蕉品控上谁更严？",""
"","11","ok","664","0","deepseek-v4-flash","61","419","480","stop","7585","我们水果连锁店想增加菠萝品类，都乐和洪九果品的菠萝哪个性价比高？",""
"","12","ok","336","0","deepseek-v4-flash","59","207","266","stop","4195","便利店渠道需要小包装香蕉，鑫荣懋和都乐有没有适合的规格？",""
"","13","ok","393","0","deepseek-v4-flash","66","235","301","stop","4447","生鲜电商平台找香蕉供应商，要求冷链直达，鑫荣懋和洪九果品谁覆盖城市多？",""
"","14","ok","460","0","deepseek-v4-flash","60","275","335","stop","5511","餐饮渠道需要稳定供货的香蕉，都乐和鑫荣懋谁的服务响应更快？",""
"","15","ok","914","0","deepseek-v4-flash","61","533","594","stop","8678","我们想对比进口苹果品牌，除了都乐和鑫荣懋，还有哪些靠谱的？",""
"","16","ok","602","0","deepseek-v4-flash","63","388","451","stop","6950","下沉市场夫妻老婆店进货，价格敏感，洪九果品和鑫荣懋哪个更便宜？",""
"","17","ok","752","0","deepseek-v4-flash","61","476","537","stop","7009","大型商超招标长期水果供应商，都乐和鑫荣懋谁更擅长做KA？",""
"","18","ok","585","0","deepseek-v4-flash","62","366","428","stop","6886","茶饮原料采购，菠萝要稳定规格，都乐和洪九果品谁有稳定货源？",""
"","19","ok","631","0","deepseek-v4-flash","65","402","467","stop","7097","我们做批发，需要香蕉锁价机制应对价格波动，鑫荣懋和洪九果品谁提供？",""
"","20","ok","422","0","deepseek-v4-flash","61","268","329","stop","4364","礼品团购客户指定要进口品牌，都乐和佳沛的礼盒哪个更受欢迎？",""
"","21","ok","1207","0","deepseek-v4-flash","59","775","834","stop","11953","香蕉到货损耗率太高，鑫荣懋和都乐谁的质量把控更好？",""
"","22","ok","742","0","deepseek-v4-flash","65","436","501","stop","7062","我们想找能提供专岗对接服务的供应商，鑫荣懋和洪九果品谁服务更到位？",""
"","23","ok","797","0","deepseek-v4-flash","61","507","568","stop","9021","进口菠萝旺季缺货怎么办？都乐和洪九果品谁有基地直供优势？",""
"","24","ok","559","0","deepseek-v4-flash","61","353","414","stop","6035","超市采购香蕉，需要规格分级，鑫荣懋和都乐谁的分级更细？",""
"","25","ok","480","0","deepseek-v4-flash","64","303","367","stop","5233","我们想和能长期合作的供应商签年单，鑫荣懋和洪九果品谁更愿意？",""
"","26","ok","890","0","deepseek-v4-flash","64","580","644","stop","8820","茶饮店用菠萝做果酱，需要稳定品质，都乐和鑫荣懋谁更靠谱？",""
"","27","ok","392","0","deepseek-v4-flash","64","248","312","stop","4656","做生鲜电商，香蕉需要产地直发，洪九果品和鑫荣懋谁有基地？",""
"","28","ok","460","0","deepseek-v4-flash","61","287","348","stop","4904","我们水果连锁想上架进口苹果，都乐和鑫荣懋谁的价格更有竞争力？",""
