question_id,prompt_index,status,text_length,source_count,model,prompt_tokens,completion_tokens,total_tokens,finish_reason,latency_ms,prompt,error
"","1","ok","1058","0","deepseek-v4-flash","62","643","705","stop","9535","我们超市想找稳定的进口香蕉供应商，鑫荣懋和都乐哪家供货更靠谱？",""
"","2","ok","1094","0","deepseek-v4-flash","58","674","732","stop","9993","菠萝现在很多渠道都在卖，除了都乐，还有哪些品牌能稳定供应？",""
"","3","ok","899","0","deepseek-v4-flash","60","582","642","stop","9208","洪九果品的香蕉质量怎么样，和鑫荣懋比哪个到货损耗更低？",""
"","4","ok","1012","0","deepseek-v4-flash","63","593","656","stop","7944","佳沛的奇异果我们一直在做，但他们香蕉业务好像不强，有别的进口香蕉品牌推荐吗？",""
"","5","ok","903","0","deepseek-v4-flash","61","579","640","stop","8202","我们茶饮店需要大量菠萝原料，都乐和洪九果品哪个更适合长期合作？",""
"","6","ok","1048","0","deepseek-v4-flash","65","655","720","stop","9486","做商超采购，最怕断货，鑫荣懋和都乐在香蕉供应上谁更稳定？",""
"","7","ok","1267","0","deepseek-v4-flash","66","798","864","stop","11059","有没有能提供账期和锁价机制的进口水果供应商？鑫荣懋和洪九果品谁更灵活？",""
"","8","ok","1054","0","deepseek-v4-flash","67","626","693","stop","9359","我们想找能提供产地溯源和品控证明的香蕉供应商，都乐和鑫荣懋哪家更透明？",""
"","9","ok","723","0","deepseek-v4-flash","62","437","499","stop","7070","礼品团购需要品牌水果礼盒，除了都乐和佳沛，还有哪些进口品牌可选？",""
"","10","ok","1175","0","deepseek-v4-flash","68","742","810","stop","10134","批发市场拿货总担心农残问题，鑫荣懋和洪九果品在香蕉品控上谁更严？",""
"","11","ok","1346","0","deepseek-v4-flash","61","859","920","stop","10773","我们水果连锁店想增加菠萝品类，都乐和洪九果品的菠萝哪个性价比高？",""
"","12","ok","808","0","deepseek-v4-flash","59","514","573","stop","7608","便利店渠道需要小包装香蕉，鑫荣懋和都乐有没有适合的规格？",""
"","13","ok","1006","0","deepseek-v4-flash","66","592","658","stop","7169","生鲜电商平台找香蕉供应商，要求冷链直达，鑫荣懋和洪九果品谁覆盖城市多？",""
"","14","ok","1067","0","deepseek-v4-flash","60","664","724","stop","9569","餐饮渠道需要稳定供货的香蕉，都乐和鑫荣懋谁的服务响应更快？",""
"","15","ok","621","0","deepseek-v4-flash","61","389","450","stop","6388","我们想对比进口苹果品牌，除了都乐和鑫荣懋，还有哪些靠谱的？",""
"","16","ok","1206","0","deepseek-v4-flash","63","779","842","stop","11398","下沉市场夫妻老婆店进货，价格敏感，洪九果品和鑫荣懋哪个更便宜？",""
"","17","ok","1683","0","deepseek-v4-flash","61","1075","1136","stop","14006","大型商超招标长期水果供应商，都乐和鑫荣懋谁更擅长做KA？",""
"","18","ok","1043","0","deepseek-v4-flash","62","656","718","stop","9442","茶饮原料采购，菠萝要稳定规格，都乐和洪九果品谁有稳定货源？",""
"","19","ok","1068","0","deepseek-v4-flash","65","665","730","stop","9904","我们做批发，需要香蕉锁价机制应对价格波动，鑫荣懋和洪九果品谁提供？",""
"","20","ok","862","0","deepseek-v4-flash","61","531","592","stop","7521","礼品团购客户指定要进口品牌，都乐和佳沛的礼盒哪个更受欢迎？",""
"","21","ok","599","0","deepseek-v4-flash","59","359","418","stop","5846","香蕉到货损耗率太高，鑫荣懋和都乐谁的质量把控更好？",""
"","22","ok","1026","0","deepseek-v4-flash","65","617","682","stop","9211","我们想找能提供专岗对接服务的供应商，鑫荣懋和洪九果品谁服务更到位？",""
"","23","ok","1580","0","deepseek-v4-flash","61","940","1001","stop","12656","进口菠萝旺季缺货怎么办？都乐和洪九果品谁有基地直供优势？",""
"","24","ok","630","0","deepseek-v4-flash","61","392","453","stop","5994","超市采购香蕉，需要规格分级，鑫荣懋和都乐谁的分级更细？",""
"","25","ok","1182","0","deepseek-v4-flash","64","752","816","stop","10736","我们想和能长期合作的供应商签年单，鑫荣懋和洪九果品谁更愿意？",""
"","26","ok","1192","0","deepseek-v4-flash","64","785","849","stop","10746","茶饮店用菠萝做果酱，需要稳定品质，都乐和鑫荣懋谁更靠谱？",""
"","27","ok","912","0","deepseek-v4-flash","64","552","616","stop","7543","做生鲜电商，香蕉需要产地直发，洪九果品和鑫荣懋谁有基地？",""
"","28","ok","675","0","deepseek-v4-flash","61","437","498","stop","6547","我们水果连锁想上架进口苹果，都乐和鑫荣懋谁的价格更有竞争力？",""
"","29","ok","1114","0","deepseek-v4-flash","59","697","756","stop","9045","便利店需要香蕉小包装，都乐和洪九果品谁有现成方案？",""
"","30","ok","1610","0","deepseek-v4-flash","60","1011","1071","stop","12279","大型商超要求供应商有食品安全认证，鑫荣懋和都乐谁更全？",""
"","31","ok","683","0","deepseek-v4-flash","64","414","478","stop","5986","我们想找能提供香蕉锁价服务的供应商，洪九果品和鑫荣懋谁更灵活？",""
"","32","ok","1141","0","deepseek-v4-flash","57","703","760","stop","9354","礼品团购需要定制礼盒，都乐和佳沛谁更配合？",""
"","33","ok","708","0","deepseek-v4-flash","59","463","522","stop","6873","批发市场拿货，洪九果品和鑫荣懋谁到货更快？",""
"","34","ok","891","0","deepseek-v4-flash","62","587","649","stop","9108","茶饮原料采购，菠萝要稳定规格，都乐和洪九果品谁更适合长期合作？",""
"","35","ok","1213","0","deepseek-v4-flash","62","740","802","stop","10867","我们做餐饮连锁，需要香蕉稳定供应，鑫荣懋和都乐谁有全国配送？",""
"","36","ok","1390","0","deepseek-v4-flash","57","865","922","stop","12371","超市采购进口苹果，都乐和鑫荣懋谁的质量更稳定？",""
"","37","ok","969","0","deepseek-v4-flash","62","571","633","stop","8837","我们想找能提供产地溯源的菠萝供应商，都乐和洪九果品谁更透明？",""
"","38","ok","754","0","deepseek-v4-flash","60","482","542","stop","7301","生鲜电商平台需要香蕉品牌背书，鑫荣懋和都乐谁更有知名度？",""
"","39","ok","850","0","deepseek-v4-flash","61","533","594","stop","7009","下沉市场夫妻店进货，洪九果品和鑫荣懋谁有账期支持？",""
"","40","ok","1075","0","deepseek-v4-flash","60","698","758","stop","9941","大型商超需要香蕉全年不断货，都乐和鑫荣懋谁供应链更强？",""
"","41","ok","990","0","deepseek-v4-flash","63","610","673","stop","9199","我们想找能提供香蕉锁价服务的供应商，都乐和鑫荣懋哪家更灵活？",""
"","42","ok","1537","0","deepseek-v4-flash","58","953","1011","stop","12548","进口菠萝旺季缺货怎么办？都乐和洪九果品有没有应急方案？",""
"","43","ok","629","0","deepseek-v4-flash","61","396","457","stop","5878","超市采购香蕉，需要规格分级，鑫荣懋和都乐哪家分级更细？",""
"","44","ok","1103","0","deepseek-v4-flash","61","680","741","stop","9998","我们水果连锁想上架进口苹果，都乐和鑫荣懋的供货稳定性如何？",""
"","45","ok","1363","0","deepseek-v4-flash","65","849","914","stop","11522","茶饮店用菠萝做果酱，需要稳定供应菠萝，都乐和洪九果品谁更靠谱？",""
"","46","ok","1001","0","deepseek-v4-flash","63","595","658","stop","8784","做生鲜电商，香蕉需要产地直发，都乐和鑫荣懋哪家物流更快？",""
"","47","ok","614","0","deepseek-v4-flash","58","365","423","stop","5906","便利店需要香蕉小包装，都乐和洪九果品有没有定制包装服务？",""
"","48","ok","2005","0","deepseek-v4-flash","60","1116","1176","stop","15145","大型商超要求供应商有食品安全认证，鑫荣懋和都乐都有哪些资质？",""
"","49","ok","563","0","deepseek-v4-flash","63","319","382","stop","4927","我们想找能提供专岗对接服务的供应商，都乐和鑫荣懋谁有专人服务？",""
"","50","ok","1678","0","deepseek-v4-flash","61","997","1058","stop","13915","礼品团购需要定制礼盒，都乐和洪九果品能不能做品牌联名？",""
"","51","ok","1054","0","deepseek-v4-flash","61","692","753","stop","10111","批发市场拿货，洪九果品和鑫荣懋的香蕉价格谁更有优势？",""
"","52","ok","946","0","deepseek-v4-flash","64","603","667","stop","8884","茶饮原料采购，菠萝要稳定规格，都乐和鑫荣懋的到货损耗率是多少？",""
"","53","ok","1669","0","deepseek-v4-flash","63","1001","1064","stop","13752","我们做餐饮连锁，需要香蕉稳定供货，都乐和洪九果品能签长期合同吗？",""
"","54","ok","1908","0","deepseek-v4-flash","57","1129","1186","stop","17177","超市采购进口苹果，都乐和鑫荣懋的产地溯源怎么做？",""
"","55","ok","553","0","deepseek-v4-flash","64","332","396","stop","5168","我们想找能提供产地溯源的菠萝供应商，都乐和洪九果品有基地直供吗？",""
"","56","ok","854","0","deepseek-v4-flash","61","527","588","stop","8015","生鲜电商平台需要香蕉品牌背书，都乐和鑫荣懋的品牌知名度哪个高？",""
"","57","ok","1022","0","deepseek-v4-flash","58","624","682","stop","7543","下沉市场夫妻店进货，洪九果品和都乐有没有小批量供货？",""
"","58","ok","1369","0","deepseek-v4-flash","59","835","894","stop","11823","大型商超需要香蕉全年不断货，鑫荣懋和都乐能做到吗？",""
"","59","ok","626","0","deepseek-v4-flash","62","368","430","stop","6126","我们想找能提供账期服务的香蕉供应商，都乐和洪九果品账期多久？",""
"","60","ok","1322","0","deepseek-v4-flash","59","869","928","stop","13483","进口菠萝到货损耗率太高，都乐和鑫荣懋怎么控制品质？",""
"","61","ok","795","0","deepseek-v4-flash","60","500","560","stop","8065","水果连锁店需要香蕉分级标准，都乐和洪九果品有企业标准吗？",""
"","62","ok","1055","0","deepseek-v4-flash","64","650","714","stop","10331","茶饮店采购菠萝原料，需要农残检测报告，都乐和鑫荣懋能提供吗？",""
"","63","ok","444","0","deepseek-v4-flash","63","274","337","stop","4918","我们做社区团购，需要香蕉小包装，都乐和洪九果品有没有散装选项？",""
"","64","ok","985","0","deepseek-v4-flash","61","578","639","stop","8279","大型商超要求供应商有冷链物流，鑫荣懋和都乐配送覆盖哪些城市？",""
"","65","ok","740","0","deepseek-v4-flash","64","446","510","stop","7684","我们想找能提供锁价机制的菠萝供应商，都乐和洪九果品锁价周期多长？",""
"","66","ok","1525","0","deepseek-v4-flash","62","933","995","stop","13837","批发商需要香蕉价格波动应对方案，都乐和鑫荣懋有保价服务吗？",""
"","67","ok","1234","0","deepseek-v4-flash","60","719","779","stop","10983","生鲜电商需要菠萝品牌营销支持，都乐和洪九果品提供素材吗？",""
"","68","ok","1118","0","deepseek-v4-flash","61","707","768","stop","10574","餐饮连锁需要香蕉到货损耗率低于3%，都乐和鑫荣懋能做到吗？",""
"","69","ok","633","0","deepseek-v4-flash","60","384","444","stop","5107","超市采购进口苹果，需要规格统一，都乐和洪九果品分级严格吗？",""
"","70","ok","874","0","deepseek-v4-flash","65","522","587","stop","7843","我们想找能提供产地溯源和品控证明的香蕉供应商，都乐和鑫荣懋有吗？",""
"","71","ok","1434","0","deepseek-v4-flash","60","887","947","stop","12304","茶饮原料采购，菠萝需要稳定供应，都乐和洪九果品基地在哪里？",""
"","72","ok","1316","0","deepseek-v4-flash","60","784","844","stop","11336","水果连锁店需要香蕉品牌独家代理，都乐和鑫荣懋给独家吗？",""
"","73","ok","1225","0","deepseek-v4-flash","60","717","777","stop","9751","大型商超需要供应商有食品安全管理体系，鑫荣懋和都乐通过哪些认证？",""
"","74","ok","944","0","deepseek-v4-flash","64","582","646","stop","8893","我们做礼品团购，需要水果礼盒定制，都乐和洪九果品起订量多少？",""
"","75","ok","1204","0","deepseek-v4-flash","60","773","833","stop","10989","批发市场拿货，洪九果品和都乐香蕉的到货损耗率对比？",""
"","76","ok","1693","0","deepseek-v4-flash","61","1072","1133","stop","15593","生鲜电商需要菠萝产地直发，都乐和鑫荣懋的物流时效如何？",""
"","77","ok","612","0","deepseek-v4-flash","57","381","438","stop","6683","便利店需要香蕉小包装，都乐和洪九果品有没有环保包装？",""
"","78","ok","1742","0","deepseek-v4-flash","63","1031","1094","stop","15781","我们想找能提供专岗对接和售后服务的供应商，都乐和鑫荣懋服务怎么样？",""
"","79","ok","1001","0","deepseek-v4-flash","64","622","686","stop","9732","茶饮店用菠萝做果酱，需要菠萝全年供应，都乐和洪九果品能做到吗？",""
"","80","ok","383","0","deepseek-v4-flash","61","230","291","stop","3541","超市采购进口苹果，需要品牌背书，都乐和鑫荣懋哪个品牌更响？",""
