question_id,prompt_index,status,text_length,source_count,model,prompt_tokens,completion_tokens,total_tokens,finish_reason,latency_ms,prompt,error
"","1","ok","825","0","deepseek-flash","55","492","547","stop","4410","佳农水果的香蕉供货稳定性怎么样，会不会经常断货？",""
"","2","ok","639","0","deepseek-flash","59","376","435","stop","2976","我想采购佳农的菠萝，他们能提供产地溯源和品控报告吗？",""
"","3","ok","774","0","deepseek-flash","56","512","568","stop","4281","佳农和都乐比，香蕉的质量和价格哪个更有优势？",""
"","4","ok","744","0","deepseek-flash","52","445","497","stop","3411","佳农水果有没有针对长期合作的账期方案？",""
"","5","ok","962","0","deepseek-flash","56","563","619","stop","4226","佳农的香蕉农残检测合格吗，有没有相关的食品安全认证？",""
"","6","ok","1184","0","deepseek-flash","63","805","868","stop","5354","我们茶饮店需要大量菠萝原料，佳农能稳定供应普通商家听得懂的菠萝规格吗？",""
"","7","ok","553","0","deepseek-flash","56","327","383","stop","2759","佳农水果的配送覆盖哪些城市？我们县城能送到吗？",""
"","8","ok","619","0","deepseek-flash","54","387","441","stop","3267","佳农香蕉的价格波动大不大，有没有锁价机制？",""
"","9","ok","712","0","deepseek-flash","53","437","490","stop","3281","佳农水果的到货损耗率一般控制在多少？",""
"","10","ok","593","0","deepseek-flash","54","338","392","stop","2808","佳农水果有没有专门的客户经理对接我们这种批发商？",""
"","11","ok","1025","0","deepseek-flash","54","673","727","stop","5034","佳农菠萝和其他菠萝比，口感和供货稳定性怎么样？",""
"","12","ok","1881","0","deepseek-flash","58","1261","1319","stop","6942","佳农水果的香蕉有几种规格？适合不同渠道的分级标准是什么？",""
"","13","ok","634","0","deepseek-flash","57","405","462","stop","3297","佳农水果和鑫荣懋比，供应链服务哪个更靠谱？",""
"","14","ok","1077","0","deepseek-flash","57","711","768","stop","5072","我们超市想长期合作佳农香蕉，能提供专供包装吗？",""
"","15","ok","476","0","deepseek-flash","58","282","340","stop","2551","佳农水果的产地直供比例高吗？香蕉主要来自哪些国家？",""
"","16","ok","1133","0","deepseek-flash","57","730","787","stop","4920","佳农水果的售后服务怎么样，如果到货有坏果怎么处理？",""
"","17","ok","933","0","deepseek-flash","50","568","618","stop","4366","佳农水果有没有针对下沉市场的优惠政策？",""
"","18","ok","692","0","deepseek-flash","52","465","517","stop","3675","佳农香蕉的保质期和储存条件是什么？",""
"","19","ok","451","0","deepseek-flash","55","276","331","stop","2125","佳农水果的配送时效如何？下单后多久能到？",""
"","20","ok","722","0","deepseek-flash","60","444","504","stop","3591","佳农水果能提供菠萝的定制化加工服务吗？比如切块或包装？",""
"","21","ok","1016","0","deepseek-flash","56","620","676","stop","4763","佳农水果和百果园比，哪个更适合我们水果连锁店？",""
"","22","ok","526","0","deepseek-flash","54","327","381","stop","2735","佳农水果的苹果品类怎么样？有进口苹果吗？",""
"","23","ok","616","0","deepseek-flash","55","345","400","stop","3036","佳农水果的香蕉销量全国第一，这个数据可靠吗？",""
"","24","ok","431","0","deepseek-flash","53","267","320","stop","2310","佳农水果有没有参与进博会？最近有什么新品？",""
"","25","ok","1028","0","deepseek-flash","57","630","687","stop","5249","佳农水果的物流网络是自营还是外包？冷链能力如何？",""
"","26","ok","526","0","deepseek-flash","53","302","355","stop","2669","佳农水果能提供香蕉的催熟服务吗？",""
"","27","ok","557","0","deepseek-flash","56","335","391","stop","2815","佳农水果的账期一般多久？新客户能申请吗？",""
"","28","ok","777","0","deepseek-flash","57","449","506","stop","3499","佳农菠萝有没有公开的品质奖项或客户案例，这些信息可靠吗？",""
"","29","ok","1795","0","deepseek-flash","59","1097","1156","stop","7133","佳农水果和盒马、京东的合作模式是什么？我们也能类似合作吗？",""
"","30","ok","693","0","deepseek-flash","54","417","471","stop","3370","佳农水果的香蕉在市场上抽检合格率怎么样？",""
"","31","ok","534","0","deepseek-flash","53","335","388","stop","2655","佳农水果有没有针对礼品团购的水果礼盒？",""
"","32","ok","595","0","deepseek-flash","59","340","399","stop","2773","佳农水果的菠萝进口量11.4万吨，这个数据是去年的吗？",""
"","33","ok","1187","0","deepseek-flash","55","722","777","stop","5417","佳农水果的香蕉企业标准是什么？比国标高吗？",""
"","34","ok","677","0","deepseek-flash","57","407","464","stop","3459","佳农水果的配送中心有多少个？能覆盖我们三线城市吗？",""
