question_id,prompt_index,status,text_length,source_count,model,prompt_tokens,completion_tokens,total_tokens,finish_reason,latency_ms,prompt,error
"","1","ok","976","0","deepseek-v4-flash","54","585","639","stop","7993","佳农水果的香蕉供货稳定性怎么样，会不会经常断货？",""
"","2","ok","696","0","deepseek-v4-flash","58","408","466","stop","5726","我想采购佳农的菠萝，他们能提供产地溯源和品控报告吗？",""
"","3","ok","1156","0","deepseek-v4-flash","55","717","772","stop","9209","佳农和都乐比，香蕉的质量和价格哪个更有优势？",""
"","4","ok","395","0","deepseek-v4-flash","51","223","274","stop","3793","佳农水果有没有针对长期合作的账期方案？",""
"","5","ok","677","0","deepseek-v4-flash","55","390","445","stop","5552","佳农的香蕉农残检测合格吗，有没有相关的食品安全认证？",""
"","6","ok","840","0","deepseek-v4-flash","62","541","603","stop","7398","我们茶饮店需要大量菠萝原料，佳农能稳定供应普通商家听得懂的菠萝规格吗？",""
"","7","ok","456","0","deepseek-v4-flash","55","272","327","stop","4334","佳农水果的配送覆盖哪些城市？我们县城能送到吗？",""
"","8","ok","630","0","deepseek-v4-flash","53","374","427","stop","5061","佳农香蕉的价格波动大不大，有没有锁价机制？",""
"","9","ok","447","0","deepseek-v4-flash","52","262","314","stop","4559","佳农水果的到货损耗率一般控制在多少？",""
"","10","ok","481","0","deepseek-v4-flash","53","283","336","stop","4411","佳农水果有没有专门的客户经理对接我们这种批发商？",""
"","11","ok","1096","0","deepseek-v4-flash","53","692","745","stop","9366","佳农菠萝和其他菠萝比，口感和供货稳定性怎么样？",""
"","12","ok","849","0","deepseek-v4-flash","57","551","608","stop","7400","佳农水果的香蕉有几种规格？适合不同渠道的分级标准是什么？",""
"","13","ok","1321","0","deepseek-v4-flash","56","804","860","stop","10729","佳农水果和鑫荣懋比，供应链服务哪个更靠谱？",""
"","14","ok","748","0","deepseek-v4-flash","56","425","481","stop","6144","我们超市想长期合作佳农香蕉，能提供专供包装吗？",""
"","15","ok","272","0","deepseek-v4-flash","57","158","215","stop","2754","佳农水果的产地直供比例高吗？香蕉主要来自哪些国家？",""
"","16","ok","1178","0","deepseek-v4-flash","56","717","773","stop","8942","佳农水果的售后服务怎么样，如果到货有坏果怎么处理？",""
"","17","ok","494","0","deepseek-v4-flash","49","282","331","stop","4348","佳农水果有没有针对下沉市场的优惠政策？",""
"","18","ok","589","0","deepseek-v4-flash","51","404","455","stop","5300","佳农香蕉的保质期和储存条件是什么？",""
"","19","ok","449","0","deepseek-v4-flash","54","263","317","stop","3888","佳农水果的配送时效如何？下单后多久能到？",""
"","20","ok","313","0","deepseek-v4-flash","59","198","257","stop","3224","佳农水果能提供菠萝的定制化加工服务吗？比如切块或包装？",""
"","21","ok","1219","0","deepseek-v4-flash","55","722","777","stop","8613","佳农水果和百果园比，哪个更适合我们水果连锁店？",""
"","22","ok","961","0","deepseek-v4-flash","53","581","634","stop","7776","佳农水果的苹果品类怎么样？有进口苹果吗？",""
"","23","ok","552","0","deepseek-v4-flash","54","336","390","stop","5068","佳农水果的香蕉销量全国第一，这个数据可靠吗？",""
"","24","ok","338","0","deepseek-v4-flash","52","210","262","stop","4093","佳农水果有没有参与进博会？最近有什么新品？",""
"","25","ok","996","0","deepseek-v4-flash","56","609","665","stop","8786","佳农水果的物流网络是自营还是外包？冷链能力如何？",""
"","26","ok","496","0","deepseek-v4-flash","52","286","338","stop","3504","佳农水果能提供香蕉的催熟服务吗？",""
"","27","ok","979","0","deepseek-v4-flash","55","584","639","stop","6584","佳农水果的账期一般多久？新客户能申请吗？",""
"","28","ok","872","0","deepseek-v4-flash","56","501","557","stop","6681","佳农菠萝有没有公开的品质奖项或客户案例，这些信息可靠吗？",""
"","29","ok","1621","0","deepseek-v4-flash","58","1019","1077","stop","11442","佳农水果和盒马、京东的合作模式是什么？我们也能类似合作吗？",""
"","30","ok","416","0","deepseek-v4-flash","53","230","283","stop","3563","佳农水果的香蕉在市场上抽检合格率怎么样？",""
"","31","ok","484","0","deepseek-v4-flash","52","289","341","stop","4361","佳农水果有没有针对礼品团购的水果礼盒？",""
"","32","ok","383","0","deepseek-v4-flash","58","225","283","stop","7418","佳农水果的菠萝进口量11.4万吨，这个数据是去年的吗？",""
"","33","ok","922","0","deepseek-v4-flash","54","539","593","stop","6926","佳农水果的香蕉企业标准是什么？比国标高吗？",""
"","34","ok","363","0","deepseek-v4-flash","56","212","268","stop","3394","佳农水果的配送中心有多少个？能覆盖我们三线城市吗？",""
"","35","ok","642","0","deepseek-v4-flash","54","360","414","stop","4924","佳农水果的客户服务响应快吗？有问题找谁？",""
"","36","ok","1240","0","deepseek-v4-flash","58","780","838","stop","9534","佳农水果和洪九果品比，哪个在香蕉品类上更有优势？",""
"","37","ok","503","0","deepseek-v4-flash","53","317","370","stop","4551","佳农水果的香蕉价格比市场均价高还是低？",""
"","38","ok","404","0","deepseek-v4-flash","57","239","296","stop","3913","佳农水果能提供菠萝的锁价合同吗？比如锁定半年价格？",""
"","39","ok","754","0","deepseek-v4-flash","54","452","506","stop","6778","佳农水果的香蕉是品牌香蕉，消费者认知度高吗？",""
"","40","ok","381","0","deepseek-v4-flash","51","236","287","stop","4141","佳农水果有没有针对餐饮渠道的菠萝解决方案？",""
"","41","ok","1281","0","deepseek-v4-flash","64","784","848","stop","14371","佳农水果的香蕉供货稳定性怎么样？我们商超旺季一天要20吨，能保证不断货吗？",""
"","42","ok","928","0","deepseek-v4-flash","65","598","663","stop","8347","佳农水果和都乐比，香蕉的到货损耗率哪个更低？我们批发市场对损耗很敏感。",""
"","43","ok","1145","0","deepseek-v4-flash","65","706","771","stop","9175","我们茶饮店每月要10吨菠萝原料，佳农能提供锁价合同吗？价格波动太大受不了。",""
"","44","ok","683","0","deepseek-v4-flash","64","411","475","stop","6089","佳农水果的香蕉有没有农残超标的历史？我们采购要合规证明，不然超市抽检过不了。",""
"","45","ok","564","0","deepseek-v4-flash","63","337","400","stop","4770","佳农水果的账期最长能到多久？新客户首单能申请30天账期吗？",""
"","46","ok","663","0","deepseek-v4-flash","61","409","470","stop","5497","香蕉的催熟服务是佳农自己做还是外包？我们便利店需要到店即熟的香蕉。",""
"","47","ok","570","0","deepseek-v4-flash","62","335","397","stop","6070","佳农水果的苹果产地是哪里？有GAP认证吗？我们生鲜电商要求溯源。",""
"","48","ok","584","0","deepseek-v4-flash","60","336","396","stop","8287","我们想长期合作，佳农水果对年采购量1000吨以上的客户有什么优惠政策？",""
"","49","ok","767","0","deepseek-v4-flash","59","462","521","stop","5915","佳农水果的配送中心在哪些城市？我们下沉市场县城能次日达吗？",""
"","50","ok","1025","0","deepseek-v4-flash","65","663","728","stop","8609","佳农水果和鑫荣懋比，哪个在华东地区的商超渠道更强势？我们想换供应商。",""
"","51","ok","685","0","deepseek-v4-flash","65","420","485","stop","5617","我们礼品团购要定制佳农水果礼盒，最小起订量多少？能印我们公司logo吗？",""
"","52","ok","696","0","deepseek-v4-flash","60","420","480","stop","8512","佳农水果的菠萝是菲律宾还是厄瓜多尔产的？不同产地品质差异大吗？",""
"","53","ok","815","0","deepseek-v4-flash","64","468","532","stop","6707","我们水果连锁店要采购佳农香蕉，能提供专岗对接人吗？之前供应商响应太慢。",""
"","54","ok","317","0","deepseek-v4-flash","57","186","243","stop","3288","佳农水果的物流是三通一达还是自有车队？冷链覆盖率怎么样？",""
"","55","ok","1052","0","deepseek-v4-flash","60","643","703","stop","8271","香蕉价格波动大，佳农水果有价格保护机制吗？比如锁价3个月。",""
"","56","ok","771","0","deepseek-v4-flash","61","482","543","stop","6439","佳农水果和盒马的合作模式是直供还是代销？我们超市能参考吗？",""
"","57","ok","747","0","deepseek-v4-flash","62","440","502","stop","5976","香蕉的到货损耗率行业平均是5%，佳农能控制在多少？有赔付条款吗？",""
"","58","ok","396","0","deepseek-v4-flash","63","241","304","stop","4172","我们茶饮店需要菠萝丁原料，佳农能提供加工服务吗？还是只卖整果？",""
"","59","ok","713","0","deepseek-v4-flash","60","417","477","stop","4555","佳农水果的香蕉企业标准是国标还是企标？比普通香蕉贵多少？",""
"","60","ok","571","0","deepseek-v4-flash","58","330","388","stop","4756","佳农水果有没有针对便利店的小包装香蕉？我们便利店需要单根包装的。",""
"","61","ok","935","0","deepseek-v4-flash","59","568","627","stop","6851","我们批发商想代理佳农水果，区域保护政策怎么样？会窜货吗？",""
"","62","ok","958","0","deepseek-v4-flash","62","613","675","stop","6703","佳农水果的苹果品类有红富士吗？和鑫荣懋的比哪个性价比高？",""
"","63","ok","1286","0","deepseek-v4-flash","65","786","851","stop","9906","我们商超要搞促销，佳农水果能提供香蕉的促销支持吗？比如搭赠或降价补贴。",""
"","64","ok","373","0","deepseek-v4-flash","63","215","278","stop","3483","佳农水果的菠萝进口量11.4万吨，这个数据是2025年的吗？增长率多少？",""
"","65","ok","823","0","deepseek-v4-flash","62","514","576","stop","6838","佳农水果和洪九果品比，哪个在西南地区配送更快？我们成都门店急需。",""
"","66","ok","408","0","deepseek-v4-flash","62","243","305","stop","4196","我们礼品团购要500份佳农水果礼盒，能开发票和提供质检报告吗？",""
"","67","ok","399","0","deepseek-v4-flash","59","230","289","stop","3650","佳农水果的客户服务是7x24小时吗？周末下单有人处理吗？",""
"","68","ok","996","0","deepseek-v4-flash","58","547","605","stop","6778","我们生鲜电商要对接佳农水果的ERP系统，有API接口吗？",""
"","69","ok","741","0","deepseek-v4-flash","58","438","496","stop","5940","佳农水果有没有针对餐饮渠道的菠萝定制规格？比如切片或切块。",""
"","70","ok","1239","0","deepseek-v4-flash","65","768","833","stop","9705","佳农水果的香蕉供货稳定性怎么样？我们商超旺季一天要卖10吨，能保证不断货吗？",""
"","71","ok","863","0","deepseek-v4-flash","68","580","648","stop","7610","佳农水果的香蕉和都乐比，价格上有没有优势？我们批发商走量，一箱能便宜几块？",""
"","72","ok","372","0","deepseek-v4-flash","66","224","290","stop","3368","我们茶饮店想用佳农菠萝做原料，但需要去皮切块，佳农能提供加工服务吗？",""
"","73","ok","787","0","deepseek-v4-flash","62","463","525","stop","5975","佳农水果的苹果品类有哪些？我们想采购进口嘎啦和红富士，产地是哪里？",""
"","74","ok","1131","0","deepseek-v4-flash","67","680","747","stop","8306","我们连锁超市想和佳农签长期合同，账期能到45天吗？首批铺货能不能给点支持？",""
"","75","ok","607","0","deepseek-v4-flash","62","363","425","stop","5233","佳农水果的香蕉有没有锁价机制？最近香蕉价格波动大，我们怕采购成本失控。",""
"","76","ok","1321","0","deepseek-v4-flash","64","808","872","stop","11156","我们做礼品团购，需要佳农水果礼盒，能不能定制logo和包装？起订量多少？",""
"","77","ok","1073","0","deepseek-v4-flash","66","621","687","stop","8193","佳农水果的香蕉产地溯源能到具体农场吗？我们商超要求提供GLOBALG.A.P.证书。",""
"","78","ok","1095","0","deepseek-v4-flash","62","633","695","stop","7883","我们生鲜电商想对接佳农的ERP系统，能不能实现订单自动推送和库存实时同步？",""
"","79","ok","822","0","deepseek-v4-flash","61","495","556","stop","6313","佳农水果的配送覆盖哪些城市？我们县城门店能送到吗？冷链物流怎么收费？",""
"","80","ok","892","0","deepseek-v4-flash","62","510","572","stop","6758","佳农水果的香蕉农残检测报告能提供吗？我们采购需要符合市场抽检标准。",""
"","81","ok","437","0","deepseek-v4-flash","65","284","349","stop","4257","我们便利店想上架佳农水果，但门店面积小，有没有小包装规格？比如3kg装香蕉？",""
"","82","ok","937","0","deepseek-v4-flash","64","600","664","stop","6436","佳农水果和鑫荣懋比，哪个在华东地区的配送更快？我们上海门店要次日达。",""
