question_id,prompt_index,status,text_length,source_count,model,prompt_tokens,completion_tokens,total_tokens,finish_reason,latency_ms,prompt,error
"","1","ok","1927","0","deepseek-flash","63","1218","1281","stop","7901","我们超市想找稳定的进口香蕉供应商，鑫荣懋和都乐哪家供货更靠谱？",""
"","2","ok","776","0","deepseek-flash","59","479","538","stop","3623","菠萝现在很多渠道都在卖，除了都乐，还有哪些品牌能稳定供应？",""
"","3","ok","1236","0","deepseek-flash","61","797","858","stop","5259","洪九果品的香蕉质量怎么样，和鑫荣懋比哪个到货损耗更低？",""
"","4","ok","844","0","deepseek-flash","64","518","582","stop","3560","佳沛的奇异果我们一直在做，但他们香蕉业务好像不强，有别的进口香蕉品牌推荐吗？",""
"","5","ok","768","0","deepseek-flash","62","492","554","stop","3626","我们茶饮店需要大量菠萝原料，都乐和洪九果品哪个更适合长期合作？",""
"","6","ok","989","0","deepseek-flash","66","623","689","stop","4672","做商超采购，最怕断货，鑫荣懋和都乐在香蕉供应上谁更稳定？",""
"","7","ok","1002","0","deepseek-flash","67","673","740","stop","4453","有没有能提供账期和锁价机制的进口水果供应商？鑫荣懋和洪九果品谁更灵活？",""
"","8","ok","1162","0","deepseek-flash","68","722","790","stop","4800","我们想找能提供产地溯源和品控证明的香蕉供应商，都乐和鑫荣懋哪家更透明？",""
"","9","ok","986","0","deepseek-flash","63","598","661","stop","4203","礼品团购需要品牌水果礼盒，除了都乐和佳沛，还有哪些进口品牌可选？",""
"","10","ok","788","0","deepseek-flash","69","511","580","stop","3963","批发市场拿货总担心农残问题，鑫荣懋和洪九果品在香蕉品控上谁更严？",""
"","11","ok","776","0","deepseek-flash","62","530","592","stop","3719","我们水果连锁店想增加菠萝品类，都乐和洪九果品的菠萝哪个性价比高？",""
"","12","ok","687","0","deepseek-flash","60","441","501","stop","3487","便利店渠道需要小包装香蕉，鑫荣懋和都乐有没有适合的规格？",""
"","13","ok","433","0","deepseek-flash","67","262","329","stop","2210","生鲜电商平台找香蕉供应商，要求冷链直达，鑫荣懋和洪九果品谁覆盖城市多？",""
"","14","ok","965","0","deepseek-flash","61","614","675","stop","4555","餐饮渠道需要稳定供货的香蕉，都乐和鑫荣懋谁的服务响应更快？",""
"","15","ok","1763","0","deepseek-flash","62","967","1029","stop","6372","我们想对比进口苹果品牌，除了都乐和鑫荣懋，还有哪些靠谱的？",""
"","16","ok","1005","0","deepseek-flash","64","652","716","stop","4457","下沉市场夫妻老婆店进货，价格敏感，洪九果品和鑫荣懋哪个更便宜？",""
"","17","ok","1091","0","deepseek-flash","62","715","777","stop","4796","大型商超招标长期水果供应商，都乐和鑫荣懋谁更擅长做KA？",""
"","18","ok","801","0","deepseek-flash","63","531","594","stop","3633","茶饮原料采购，菠萝要稳定规格，都乐和洪九果品谁有稳定货源？",""
"","19","ok","769","0","deepseek-flash","66","487","553","stop","3731","我们做批发，需要香蕉锁价机制应对价格波动，鑫荣懋和洪九果品谁提供？",""
"","20","ok","680","0","deepseek-flash","62","424","486","stop","2887","礼品团购客户指定要进口品牌，都乐和佳沛的礼盒哪个更受欢迎？",""
"","21","ok","1096","0","deepseek-flash","60","705","765","stop","4774","香蕉到货损耗率太高，鑫荣懋和都乐谁的质量把控更好？",""
"","22","ok","597","0","deepseek-flash","66","359","425","stop","2751","我们想找能提供专岗对接服务的供应商，鑫荣懋和洪九果品谁服务更到位？",""
"","23","ok","1247","0","deepseek-flash","62","822","884","stop","5729","进口菠萝旺季缺货怎么办？都乐和洪九果品谁有基地直供优势？",""
"","24","ok","950","0","deepseek-flash","62","633","695","stop","4482","超市采购香蕉，需要规格分级，鑫荣懋和都乐谁的分级更细？",""
"","25","ok","935","0","deepseek-flash","65","590","655","stop","3758","我们想和能长期合作的供应商签年单，鑫荣懋和洪九果品谁更愿意？",""
"","26","ok","800","0","deepseek-flash","65","507","572","stop","3713","茶饮店用菠萝做果酱，需要稳定品质，都乐和鑫荣懋谁更靠谱？",""
"","27","ok","744","0","deepseek-flash","65","468","533","stop","3445","做生鲜电商，香蕉需要产地直发，洪九果品和鑫荣懋谁有基地？",""
"","28","ok","1274","0","deepseek-flash","62","842","904","stop","5450","我们水果连锁想上架进口苹果，都乐和鑫荣懋谁的价格更有竞争力？",""
"","29","ok","825","0","deepseek-flash","60","519","579","stop","3734","便利店需要香蕉小包装，都乐和洪九果品谁有现成方案？",""
"","30","ok","661","0","deepseek-flash","61","384","445","stop","2995","大型商超要求供应商有食品安全认证，鑫荣懋和都乐谁更全？",""
"","31","ok","1203","0","deepseek-flash","65","760","825","stop","4930","我们想找能提供香蕉锁价服务的供应商，洪九果品和鑫荣懋谁更灵活？",""
"","32","ok","1184","0","deepseek-flash","58","747","805","stop","5114","礼品团购需要定制礼盒，都乐和佳沛谁更配合？",""
"","33","ok","866","0","deepseek-flash","60","548","608","stop","3642","批发市场拿货，洪九果品和鑫荣懋谁到货更快？",""
"","34","ok","848","0","deepseek-flash","63","557","620","stop","3827","茶饮原料采购，菠萝要稳定规格，都乐和洪九果品谁更适合长期合作？",""
"","35","ok","570","0","deepseek-flash","63","365","428","stop","3140","我们做餐饮连锁，需要香蕉稳定供应，鑫荣懋和都乐谁有全国配送？",""
"","36","ok","1008","0","deepseek-flash","58","653","711","stop","4780","超市采购进口苹果，都乐和鑫荣懋谁的质量更稳定？",""
"","37","ok","756","0","deepseek-flash","63","465","528","stop","3772","我们想找能提供产地溯源的菠萝供应商，都乐和洪九果品谁更透明？",""
"","38","ok","548","0","deepseek-flash","61","328","389","stop","3071","生鲜电商平台需要香蕉品牌背书，鑫荣懋和都乐谁更有知名度？",""
"","39","ok","979","0","deepseek-flash","62","608","670","stop","4356","下沉市场夫妻店进货，洪九果品和鑫荣懋谁有账期支持？",""
"","40","ok","984","0","deepseek-flash","61","604","665","stop","4148","大型商超需要香蕉全年不断货，都乐和鑫荣懋谁供应链更强？",""
"","41","ok","1077","0","deepseek-flash","64","680","744","stop","4265","我们想找能提供香蕉锁价服务的供应商，都乐和鑫荣懋哪家更灵活？",""
"","42","ok","1070","0","deepseek-flash","59","707","766","stop","4938","进口菠萝旺季缺货怎么办？都乐和洪九果品有没有应急方案？",""
"","43","ok","737","0","deepseek-flash","62","471","533","stop","3399","超市采购香蕉，需要规格分级，鑫荣懋和都乐哪家分级更细？",""
"","44","ok","898","0","deepseek-flash","62","562","624","stop","4629","我们水果连锁想上架进口苹果，都乐和鑫荣懋的供货稳定性如何？",""
"","45","ok","1146","0","deepseek-flash","66","731","797","stop","4929","茶饮店用菠萝做果酱，需要稳定供应菠萝，都乐和洪九果品谁更靠谱？",""
"","46","ok","808","0","deepseek-flash","64","522","586","stop","3812","做生鲜电商，香蕉需要产地直发，都乐和鑫荣懋哪家物流更快？",""
"","47","ok","1184","0","deepseek-flash","59","765","824","stop","5242","便利店需要香蕉小包装，都乐和洪九果品有没有定制包装服务？",""
"","48","ok","1252","0","deepseek-flash","61","735","796","stop","4630","大型商超要求供应商有食品安全认证，鑫荣懋和都乐都有哪些资质？",""
"","49","ok","569","0","deepseek-flash","64","345","409","stop","2838","我们想找能提供专岗对接服务的供应商，都乐和鑫荣懋谁有专人服务？",""
"","50","ok","873","0","deepseek-flash","62","576","638","stop","4050","礼品团购需要定制礼盒，都乐和洪九果品能不能做品牌联名？",""
"","51","ok","804","0","deepseek-flash","62","530","592","stop","3807","批发市场拿货，洪九果品和鑫荣懋的香蕉价格谁更有优势？",""
"","52","ok","777","0","deepseek-flash","65","496","561","stop","3489","茶饮原料采购，菠萝要稳定规格，都乐和鑫荣懋的到货损耗率是多少？",""
"","53","ok","2045","0","deepseek-flash","64","1304","1368","stop","8280","我们做餐饮连锁，需要香蕉稳定供货，都乐和洪九果品能签长期合同吗？",""
"","54","ok","1662","0","deepseek-flash","58","1030","1088","stop","6551","超市采购进口苹果，都乐和鑫荣懋的产地溯源怎么做？",""
"","55","ok","829","0","deepseek-flash","65","521","586","stop","3884","我们想找能提供产地溯源的菠萝供应商，都乐和洪九果品有基地直供吗？",""
"","56","ok","415","0","deepseek-flash","62","245","307","stop","2247","生鲜电商平台需要香蕉品牌背书，都乐和鑫荣懋的品牌知名度哪个高？",""
"","57","ok","995","0","deepseek-flash","59","634","693","stop","4256","下沉市场夫妻店进货，洪九果品和都乐有没有小批量供货？",""
"","58","ok","767","0","deepseek-flash","60","494","554","stop","3498","大型商超需要香蕉全年不断货，鑫荣懋和都乐能做到吗？",""
"","59","ok","719","0","deepseek-flash","63","480","543","stop","3597","我们想找能提供账期服务的香蕉供应商，都乐和洪九果品账期多久？",""
"","60","ok","1594","0","deepseek-flash","60","1068","1128","stop","7059","进口菠萝到货损耗率太高，都乐和鑫荣懋怎么控制品质？",""
"","61","ok","981","0","deepseek-flash","61","596","657","stop","4150","水果连锁店需要香蕉分级标准，都乐和洪九果品有企业标准吗？",""
"","62","ok","693","0","deepseek-flash","65","422","487","stop","3302","茶饮店采购菠萝原料，需要农残检测报告，都乐和鑫荣懋能提供吗？",""
