question_id,prompt_index,status,text_length,source_count,model,prompt_tokens,completion_tokens,total_tokens,finish_reason,latency_ms,prompt,error
"","1","ok","918","0","deepseek-v4-flash","54","536","590","stop","6940","佳农水果的香蕉供货稳定性怎么样，会不会经常断货？",""
"","2","ok","527","0","deepseek-v4-flash","58","308","366","stop","3880","我想采购佳农的菠萝，他们能提供产地溯源和品控报告吗？",""
"","3","ok","845","0","deepseek-v4-flash","55","533","588","stop","6392","佳农和都乐比，香蕉的质量和价格哪个更有优势？",""
"","4","ok","530","0","deepseek-v4-flash","51","331","382","stop","4255","佳农水果有没有针对长期合作的账期方案？",""
"","5","ok","800","0","deepseek-v4-flash","55","449","504","stop","5492","佳农的香蕉农残检测合格吗，有没有相关的食品安全认证？",""
"","6","ok","586","0","deepseek-v4-flash","62","389","451","stop","7414","我们茶饮店需要大量菠萝原料，佳农能稳定供应普通商家听得懂的菠萝规格吗？",""
"","7","ok","330","0","deepseek-v4-flash","55","208","263","stop","3980","佳农水果的配送覆盖哪些城市？我们县城能送到吗？",""
"","8","ok","848","0","deepseek-v4-flash","53","507","560","stop","7456","佳农香蕉的价格波动大不大，有没有锁价机制？",""
"","9","ok","621","0","deepseek-v4-flash","52","376","428","stop","6265","佳农水果的到货损耗率一般控制在多少？",""
"","10","ok","686","0","deepseek-v4-flash","53","401","454","stop","6736","佳农水果有没有专门的客户经理对接我们这种批发商？",""
"","11","ok","1130","0","deepseek-v4-flash","53","715","768","stop","12295","佳农菠萝和其他菠萝比，口感和供货稳定性怎么样？",""
"","12","ok","876","0","deepseek-v4-flash","57","559","616","stop","9367","佳农水果的香蕉有几种规格？适合不同渠道的分级标准是什么？",""
"","13","ok","1817","0","deepseek-v4-flash","56","1108","1164","stop","16128","佳农水果和鑫荣懋比，供应链服务哪个更靠谱？",""
"","14","ok","634","0","deepseek-v4-flash","56","376","432","stop","5681","我们超市想长期合作佳农香蕉，能提供专供包装吗？",""
"","15","ok","467","0","deepseek-v4-flash","57","271","328","stop","4806","佳农水果的产地直供比例高吗？香蕉主要来自哪些国家？",""
"","16","ok","1111","0","deepseek-v4-flash","56","704","760","stop","10728","佳农水果的售后服务怎么样，如果到货有坏果怎么处理？",""
"","17","ok","652","0","deepseek-v4-flash","49","376","425","stop","5555","佳农水果有没有针对下沉市场的优惠政策？",""
"","18","ok","438","0","deepseek-v4-flash","51","294","345","stop","4698","佳农香蕉的保质期和储存条件是什么？",""
"","19","ok","490","0","deepseek-v4-flash","54","304","358","stop","4333","佳农水果的配送时效如何？下单后多久能到？",""
"","20","ok","355","0","deepseek-v4-flash","59","215","274","stop","3209","佳农水果能提供菠萝的定制化加工服务吗？比如切块或包装？",""
"","21","ok","1345","0","deepseek-v4-flash","55","829","884","stop","12252","佳农水果和百果园比，哪个更适合我们水果连锁店？",""
"","22","ok","701","0","deepseek-v4-flash","53","414","467","stop","6474","佳农水果的苹果品类怎么样？有进口苹果吗？",""
"","23","ok","359","0","deepseek-v4-flash","54","207","261","stop","3410","佳农水果的香蕉销量全国第一，这个数据可靠吗？",""
"","24","ok","341","0","deepseek-v4-flash","52","198","250","stop","2878","佳农水果有没有参与进博会？最近有什么新品？",""
"","25","ok","672","0","deepseek-v4-flash","56","418","474","stop","6440","佳农水果的物流网络是自营还是外包？冷链能力如何？",""
"","26","ok","363","0","deepseek-v4-flash","52","214","266","stop","3350","佳农水果能提供香蕉的催熟服务吗？",""
"","27","ok","708","0","deepseek-v4-flash","55","431","486","stop","6362","佳农水果的账期一般多久？新客户能申请吗？",""
"","28","ok","654","0","deepseek-v4-flash","56","366","422","stop","6847","佳农菠萝有没有公开的品质奖项或客户案例，这些信息可靠吗？",""
"","29","ok","1524","0","deepseek-v4-flash","58","948","1006","stop","14416","佳农水果和盒马、京东的合作模式是什么？我们也能类似合作吗？",""
"","30","ok","561","0","deepseek-v4-flash","53","315","368","stop","4862","佳农水果的香蕉在市场上抽检合格率怎么样？",""
"","31","ok","396","0","deepseek-v4-flash","52","247","299","stop","4337","佳农水果有没有针对礼品团购的水果礼盒？",""
"","32","ok","298","0","deepseek-v4-flash","58","171","229","stop","3021","佳农水果的菠萝进口量11.4万吨，这个数据是去年的吗？",""
"","33","ok","1170","0","deepseek-v4-flash","54","708","762","stop","10631","佳农水果的香蕉企业标准是什么？比国标高吗？",""
"","34","ok","616","0","deepseek-v4-flash","56","363","419","stop","5589","佳农水果的配送中心有多少个？能覆盖我们三线城市吗？",""
"","35","ok","953","0","deepseek-v4-flash","54","544","598","stop","7837","佳农水果的客户服务响应快吗？有问题找谁？",""
"","36","ok","792","0","deepseek-v4-flash","58","498","556","stop","7097","佳农水果和洪九果品比，哪个在香蕉品类上更有优势？",""
"","37","ok","373","0","deepseek-v4-flash","53","239","292","stop","3545","佳农水果的香蕉价格比市场均价高还是低？",""
"","38","ok","600","0","deepseek-v4-flash","57","365","422","stop","4189","佳农水果能提供菠萝的锁价合同吗？比如锁定半年价格？",""
"","39","ok","623","0","deepseek-v4-flash","54","396","450","stop","4893","佳农水果的香蕉是品牌香蕉，消费者认知度高吗？",""
"","40","ok","569","0","deepseek-v4-flash","51","338","389","stop","4884","佳农水果有没有针对餐饮渠道的菠萝解决方案？",""
"","41","ok","1429","0","deepseek-v4-flash","64","876","940","stop","10937","佳农水果的香蕉供货稳定性怎么样？我们商超旺季一天要20吨，能保证不断货吗？",""
"","42","ok","821","0","deepseek-v4-flash","65","554","619","stop","7892","佳农水果和都乐比，香蕉的到货损耗率哪个更低？我们批发市场对损耗很敏感。",""
"","43","ok","1123","0","deepseek-v4-flash","65","688","753","stop","9987","我们茶饮店每月要10吨菠萝原料，佳农能提供锁价合同吗？价格波动太大受不了。",""
"","44","ok","1107","0","deepseek-v4-flash","64","638","702","stop","6349","佳农水果的香蕉有没有农残超标的历史？我们采购要合规证明，不然超市抽检过不了。",""
"","45","ok","539","0","deepseek-v4-flash","63","326","389","stop","4035","佳农水果的账期最长能到多久？新客户首单能申请30天账期吗？",""
"","46","ok","574","0","deepseek-v4-flash","61","354","415","stop","4884","香蕉的催熟服务是佳农自己做还是外包？我们便利店需要到店即熟的香蕉。",""
"","47","ok","1037","0","deepseek-v4-flash","62","608","670","stop","6940","佳农水果的苹果产地是哪里？有GAP认证吗？我们生鲜电商要求溯源。",""
