question_id,prompt_index,status,text_length,source_count,model,prompt_tokens,completion_tokens,total_tokens,finish_reason,latency_ms,prompt,error
"","1","ok","721","0","deepseek-flash","55","434","489","stop","3805","佳农水果的香蕉供货稳定性怎么样，会不会经常断货？",""
"","2","ok","672","0","deepseek-flash","59","415","474","stop","3667","我想采购佳农的菠萝，他们能提供产地溯源和品控报告吗？",""
"","3","ok","418","0","deepseek-flash","56","264","320","stop","2770","佳农和都乐比，香蕉的质量和价格哪个更有优势？",""
"","4","ok","565","0","deepseek-flash","52","348","400","stop","2787","佳农水果有没有针对长期合作的账期方案？",""
"","5","ok","817","0","deepseek-flash","56","474","530","stop","3905","佳农的香蕉农残检测合格吗，有没有相关的食品安全认证？",""
"","6","ok","523","0","deepseek-flash","63","377","440","stop","3493","我们茶饮店需要大量菠萝原料，佳农能稳定供应普通商家听得懂的菠萝规格吗？",""
"","7","ok","759","0","deepseek-flash","56","441","497","stop","3541","佳农水果的配送覆盖哪些城市？我们县城能送到吗？",""
"","8","ok","843","0","deepseek-flash","54","524","578","stop","4110","佳农香蕉的价格波动大不大，有没有锁价机制？",""
"","9","ok","752","0","deepseek-flash","53","474","527","stop","3568","佳农水果的到货损耗率一般控制在多少？",""
"","10","ok","556","0","deepseek-flash","54","316","370","stop","2759","佳农水果有没有专门的客户经理对接我们这种批发商？",""
"","11","ok","701","0","deepseek-flash","54","470","524","stop","3963","佳农菠萝和其他菠萝比，口感和供货稳定性怎么样？",""
"","12","ok","1458","0","deepseek-flash","58","962","1020","stop","6350","佳农水果的香蕉有几种规格？适合不同渠道的分级标准是什么？",""
"","13","ok","895","0","deepseek-flash","57","579","636","stop","4134","佳农水果和鑫荣懋比，供应链服务哪个更靠谱？",""
"","14","ok","589","0","deepseek-flash","57","381","438","stop","2962","我们超市想长期合作佳农香蕉，能提供专供包装吗？",""
"","15","ok","509","0","deepseek-flash","58","309","367","stop","2899","佳农水果的产地直供比例高吗？香蕉主要来自哪些国家？",""
"","16","ok","755","0","deepseek-flash","57","465","522","stop","3387","佳农水果的售后服务怎么样，如果到货有坏果怎么处理？",""
"","17","ok","564","0","deepseek-flash","50","332","382","stop","3116","佳农水果有没有针对下沉市场的优惠政策？",""
"","18","ok","721","0","deepseek-flash","52","471","523","stop","3614","佳农香蕉的保质期和储存条件是什么？",""
"","19","ok","586","0","deepseek-flash","55","366","421","stop","3002","佳农水果的配送时效如何？下单后多久能到？",""
"","20","ok","482","0","deepseek-flash","60","300","360","stop","2595","佳农水果能提供菠萝的定制化加工服务吗？比如切块或包装？",""
"","21","ok","1062","0","deepseek-flash","56","612","668","stop","4497","佳农水果和百果园比，哪个更适合我们水果连锁店？",""
"","22","ok","585","0","deepseek-flash","54","376","430","stop","3315","佳农水果的苹果品类怎么样？有进口苹果吗？",""
"","23","ok","814","0","deepseek-flash","55","477","532","stop","3456","佳农水果的香蕉销量全国第一，这个数据可靠吗？",""
"","24","ok","325","0","deepseek-flash","53","200","253","stop","1724","佳农水果有没有参与进博会？最近有什么新品？",""
"","25","ok","884","0","deepseek-flash","57","552","609","stop","4272","佳农水果的物流网络是自营还是外包？冷链能力如何？",""
"","26","ok","426","0","deepseek-flash","53","249","302","stop","2492","佳农水果能提供香蕉的催熟服务吗？",""
"","27","ok","608","0","deepseek-flash","56","394","450","stop","3140","佳农水果的账期一般多久？新客户能申请吗？",""
"","28","ok","708","0","deepseek-flash","57","402","459","stop","3200","佳农菠萝有没有公开的品质奖项或客户案例，这些信息可靠吗？",""
"","29","ok","1514","0","deepseek-flash","59","970","1029","stop","6782","佳农水果和盒马、京东的合作模式是什么？我们也能类似合作吗？",""
"","30","ok","578","0","deepseek-flash","54","333","387","stop","2801","佳农水果的香蕉在市场上抽检合格率怎么样？",""
"","31","ok","455","0","deepseek-flash","53","307","360","stop","2681","佳农水果有没有针对礼品团购的水果礼盒？",""
"","32","ok","600","0","deepseek-flash","59","358","417","stop","2714","佳农水果的菠萝进口量11.4万吨，这个数据是去年的吗？",""
"","33","ok","1650","0","deepseek-flash","55","1004","1059","stop","6678","佳农水果的香蕉企业标准是什么？比国标高吗？",""
"","34","ok","631","0","deepseek-flash","57","377","434","stop","3388","佳农水果的配送中心有多少个？能覆盖我们三线城市吗？",""
"","35","ok","731","0","deepseek-flash","55","439","494","stop","3638","佳农水果的客户服务响应快吗？有问题找谁？",""
"","36","ok","703","0","deepseek-flash","59","431","490","stop","3060","佳农水果和洪九果品比，哪个在香蕉品类上更有优势？",""
"","37","ok","685","0","deepseek-flash","54","413","467","stop","3316","佳农水果的香蕉价格比市场均价高还是低？",""
"","38","ok","853","0","deepseek-flash","58","533","591","stop","4258","佳农水果能提供菠萝的锁价合同吗？比如锁定半年价格？",""
"","39","ok","1006","0","deepseek-flash","55","597","652","stop","5125","佳农水果的香蕉是品牌香蕉，消费者认知度高吗？",""
"","40","ok","728","0","deepseek-flash","52","447","499","stop","3363","佳农水果有没有针对餐饮渠道的菠萝解决方案？",""
"","41","ok","1068","0","deepseek-flash","65","677","742","stop","5374","佳农水果的香蕉供货稳定性怎么样？我们商超旺季一天要20吨，能保证不断货吗？",""
"","42","ok","733","0","deepseek-flash","66","498","564","stop","4169","佳农水果和都乐比，香蕉的到货损耗率哪个更低？我们批发市场对损耗很敏感。",""
"","43","ok","1108","0","deepseek-flash","66","717","783","stop","5697","我们茶饮店每月要10吨菠萝原料，佳农能提供锁价合同吗？价格波动太大受不了。",""
"","44","ok","934","0","deepseek-flash","65","583","648","stop","4539","佳农水果的香蕉有没有农残超标的历史？我们采购要合规证明，不然超市抽检过不了。",""
"","45","ok","692","0","deepseek-flash","64","440","504","stop","3516","佳农水果的账期最长能到多久？新客户首单能申请30天账期吗？",""
"","46","ok","602","0","deepseek-flash","62","396","458","stop","3465","香蕉的催熟服务是佳农自己做还是外包？我们便利店需要到店即熟的香蕉。",""
"","47","ok","741","0","deepseek-flash","63","455","518","stop","3316","佳农水果的苹果产地是哪里？有GAP认证吗？我们生鲜电商要求溯源。",""
"","48","ok","718","0","deepseek-flash","61","477","538","stop","4176","我们想长期合作，佳农水果对年采购量1000吨以上的客户有什么优惠政策？",""
"","49","ok","732","0","deepseek-flash","60","450","510","stop","3912","佳农水果的配送中心在哪些城市？我们下沉市场县城能次日达吗？",""
"","50","ok","901","0","deepseek-flash","66","589","655","stop","4712","佳农水果和鑫荣懋比，哪个在华东地区的商超渠道更强势？我们想换供应商。",""
"","51","ok","620","0","deepseek-flash","66","379","445","stop","3025","我们礼品团购要定制佳农水果礼盒，最小起订量多少？能印我们公司logo吗？",""
"","52","ok","841","0","deepseek-flash","61","511","572","stop","4477","佳农水果的菠萝是菲律宾还是厄瓜多尔产的？不同产地品质差异大吗？",""
"","53","ok","568","0","deepseek-flash","65","339","404","stop","3072","我们水果连锁店要采购佳农香蕉，能提供专岗对接人吗？之前供应商响应太慢。",""
"","54","ok","471","0","deepseek-flash","58","279","337","stop","2709","佳农水果的物流是三通一达还是自有车队？冷链覆盖率怎么样？",""
"","55","ok","769","0","deepseek-flash","61","474","535","stop","3679","香蕉价格波动大，佳农水果有价格保护机制吗？比如锁价3个月。",""
"","56","ok","1081","0","deepseek-flash","62","714","776","stop","5504","佳农水果和盒马的合作模式是直供还是代销？我们超市能参考吗？",""
"","57","ok","591","0","deepseek-flash","63","364","427","stop","2923","香蕉的到货损耗率行业平均是5%，佳农能控制在多少？有赔付条款吗？",""
"","58","ok","743","0","deepseek-flash","64","471","535","stop","3781","我们茶饮店需要菠萝丁原料，佳农能提供加工服务吗？还是只卖整果？",""
"","59","ok","386","0","deepseek-flash","61","249","310","stop","2049","佳农水果的香蕉企业标准是国标还是企标？比普通香蕉贵多少？",""
"","60","ok","823","0","deepseek-flash","59","539","598","stop","4361","佳农水果有没有针对便利店的小包装香蕉？我们便利店需要单根包装的。",""
"","61","ok","1099","0","deepseek-flash","60","696","756","stop","5629","我们批发商想代理佳农水果，区域保护政策怎么样？会窜货吗？",""
"","62","ok","814","0","deepseek-flash","63","529","592","stop","3951","佳农水果的苹果品类有红富士吗？和鑫荣懋的比哪个性价比高？",""
"","63","ok","802","0","deepseek-flash","66","517","583","stop","4366","我们商超要搞促销，佳农水果能提供香蕉的促销支持吗？比如搭赠或降价补贴。",""
"","64","ok","130","0","deepseek-flash","64","81","145","stop","1189","佳农水果的菠萝进口量11.4万吨，这个数据是2025年的吗？增长率多少？",""
"","65","ok","851","0","deepseek-flash","63","518","581","stop","4100","佳农水果和洪九果品比，哪个在西南地区配送更快？我们成都门店急需。",""
"","66","ok","587","0","deepseek-flash","63","357","420","stop","2924","我们礼品团购要500份佳农水果礼盒，能开发票和提供质检报告吗？",""
"","67","ok","645","0","deepseek-flash","60","371","431","stop","3303","佳农水果的客户服务是7x24小时吗？周末下单有人处理吗？",""
"","68","ok","1359","0","deepseek-flash","59","769","828","stop","5352","我们生鲜电商要对接佳农水果的ERP系统，有API接口吗？",""
"","69","ok","702","0","deepseek-flash","59","422","481","stop","3604","佳农水果有没有针对餐饮渠道的菠萝定制规格？比如切片或切块。",""
"","70","ok","900","0","deepseek-flash","66","577","643","stop","4780","佳农水果的香蕉供货稳定性怎么样？我们商超旺季一天要卖10吨，能保证不断货吗？",""
"","71","ok","826","0","deepseek-flash","69","537","606","stop","4557","佳农水果的香蕉和都乐比，价格上有没有优势？我们批发商走量，一箱能便宜几块？",""
"","72","ok","578","0","deepseek-flash","67","362","429","stop","3493","我们茶饮店想用佳农菠萝做原料，但需要去皮切块，佳农能提供加工服务吗？",""
"","73","ok","809","0","deepseek-flash","63","495","558","stop","3601","佳农水果的苹果品类有哪些？我们想采购进口嘎啦和红富士，产地是哪里？",""
"","74","ok","1140","0","deepseek-flash","68","754","822","stop","5486","我们连锁超市想和佳农签长期合同，账期能到45天吗？首批铺货能不能给点支持？",""
"","75","ok","996","0","deepseek-flash","63","627","690","stop","4688","佳农水果的香蕉有没有锁价机制？最近香蕉价格波动大，我们怕采购成本失控。",""
"","76","ok","779","0","deepseek-flash","65","502","567","stop","3891","我们做礼品团购，需要佳农水果礼盒，能不能定制logo和包装？起订量多少？",""
