question_id,prompt_index,status,text_length,source_count,model,prompt_tokens,completion_tokens,total_tokens,finish_reason,latency_ms,prompt,error
"","1","ok","886","0","deepseek-v4-flash","62","545","607","stop","6839","我们超市想找稳定的进口香蕉供应商，鑫荣懋和都乐哪家供货更靠谱？",""
"","2","ok","467","0","deepseek-v4-flash","58","299","357","stop","4037","菠萝现在很多渠道都在卖，除了都乐，还有哪些品牌能稳定供应？",""
"","3","ok","515","0","deepseek-v4-flash","60","334","394","stop","4778","洪九果品的香蕉质量怎么样，和鑫荣懋比哪个到货损耗更低？",""
"","4","ok","710","0","deepseek-v4-flash","63","423","486","stop","5649","佳沛的奇异果我们一直在做，但他们香蕉业务好像不强，有别的进口香蕉品牌推荐吗？",""
"","5","ok","925","0","deepseek-v4-flash","61","553","614","stop","7325","我们茶饮店需要大量菠萝原料，都乐和洪九果品哪个更适合长期合作？",""
"","6","ok","1054","0","deepseek-v4-flash","65","663","728","stop","8263","做商超采购，最怕断货，鑫荣懋和都乐在香蕉供应上谁更稳定？",""
"","7","ok","964","0","deepseek-v4-flash","66","589","655","stop","7062","有没有能提供账期和锁价机制的进口水果供应商？鑫荣懋和洪九果品谁更灵活？",""
"","8","ok","1167","0","deepseek-v4-flash","67","696","763","stop","9529","我们想找能提供产地溯源和品控证明的香蕉供应商，都乐和鑫荣懋哪家更透明？",""
"","9","ok","759","0","deepseek-v4-flash","62","470","532","stop","5816","礼品团购需要品牌水果礼盒，除了都乐和佳沛，还有哪些进口品牌可选？",""
"","10","ok","1441","0","deepseek-v4-flash","68","923","991","stop","11382","批发市场拿货总担心农残问题，鑫荣懋和洪九果品在香蕉品控上谁更严？",""
"","11","ok","919","0","deepseek-v4-flash","61","569","630","stop","6778","我们水果连锁店想增加菠萝品类，都乐和洪九果品的菠萝哪个性价比高？",""
"","12","ok","704","0","deepseek-v4-flash","59","440","499","stop","5491","便利店渠道需要小包装香蕉，鑫荣懋和都乐有没有适合的规格？",""
"","13","ok","1161","0","deepseek-v4-flash","66","691","757","stop","8826","生鲜电商平台找香蕉供应商，要求冷链直达，鑫荣懋和洪九果品谁覆盖城市多？",""
"","14","ok","627","0","deepseek-v4-flash","60","370","430","stop","4726","餐饮渠道需要稳定供货的香蕉，都乐和鑫荣懋谁的服务响应更快？",""
