question_id,prompt_index,status,text_length,source_count,model,prompt_tokens,completion_tokens,total_tokens,finish_reason,latency_ms,prompt,error
"","1","ok","1242","0","deepseek-v4-flash","54","740","794","stop","9816","佳农水果的香蕉供货稳定性怎么样，会不会经常断货？",""
"","2","ok","480","0","deepseek-v4-flash","58","270","328","stop","3714","我想采购佳农的菠萝，他们能提供产地溯源和品控报告吗？",""
"","3","ok","1063","0","deepseek-v4-flash","55","683","738","stop","10940","佳农和都乐比，香蕉的质量和价格哪个更有优势？",""
"","4","ok","870","0","deepseek-v4-flash","51","531","582","stop","8531","佳农水果有没有针对长期合作的账期方案？",""
"","5","ok","945","0","deepseek-v4-flash","55","529","584","stop","8264","佳农的香蕉农残检测合格吗，有没有相关的食品安全认证？",""
"","6","ok","1076","0","deepseek-v4-flash","62","685","747","stop","11836","我们茶饮店需要大量菠萝原料，佳农能稳定供应普通商家听得懂的菠萝规格吗？",""
"","7","ok","407","0","deepseek-v4-flash","55","227","282","stop","4003","佳农水果的配送覆盖哪些城市？我们县城能送到吗？",""
"","8","ok","998","0","deepseek-v4-flash","53","612","665","stop","10497","佳农香蕉的价格波动大不大，有没有锁价机制？",""
"","9","ok","410","0","deepseek-v4-flash","52","246","298","stop","4192","佳农水果的到货损耗率一般控制在多少？",""
"","10","ok","636","0","deepseek-v4-flash","53","364","417","stop","6250","佳农水果有没有专门的客户经理对接我们这种批发商？",""
"","11","ok","1054","0","deepseek-v4-flash","53","657","710","stop","10590","佳农菠萝和其他菠萝比，口感和供货稳定性怎么样？",""
"","12","ok","1268","0","deepseek-v4-flash","57","816","873","stop","12943","佳农水果的香蕉有几种规格？适合不同渠道的分级标准是什么？",""
"","13","ok","1100","0","deepseek-v4-flash","56","680","736","stop","11415","佳农水果和鑫荣懋比，供应链服务哪个更靠谱？",""
"","14","ok","966","0","deepseek-v4-flash","56","604","660","stop","9911","我们超市想长期合作佳农香蕉，能提供专供包装吗？",""
"","15","ok","390","0","deepseek-v4-flash","57","225","282","stop","3847","佳农水果的产地直供比例高吗？香蕉主要来自哪些国家？",""
"","16","ok","1070","0","deepseek-v4-flash","56","642","698","stop","9934","佳农水果的售后服务怎么样，如果到货有坏果怎么处理？",""
"","17","ok","488","0","deepseek-v4-flash","49","273","322","stop","4923","佳农水果有没有针对下沉市场的优惠政策？",""
"","18","ok","485","0","deepseek-v4-flash","51","315","366","stop","5415","佳农香蕉的保质期和储存条件是什么？",""
